0,n,10,a barrel holding vinegar in which cucumbers are pickled,
122781,03186315,n,10,a circuit that times pulses,2284
122782,03186409,n,10,a device that moves fluid or gas by pressure or suction,2098
122783,03186896,n,10,a low-cut shoe without fastenings,2875
122785,03187275,n,10,a building in which pumps (e.g. to irrigate) are operated,2415
122786,03187425,n,10,a place at a spa where medicinal waters are pumped and where patrons gather,"2415,2772"
122787,03187575,n,10,a type of pliers,"1787,2415"
122788,03187654,n,10,a tool for making (usually circular) holes,"1787,2415"
122790,03187879,n,10,a card on which data can be recorded in the form of punched holes,2637
122791,03188033,n,10,an inflated ball or bag that is suspended and punched for training in boxing,"2633,2642"
122792,03188196,n,10,pliers for perforating paper or leather,"1787,2415"
122793,03188294,n,10,a power driven press used to shape metal parts,"1787,2415"
122794,03188416,n,10,a small hole made by a sharp object,
122795,03188542,n,10,a low one-horse box sleigh,1946
122796,03188619,n,10,a large fan (a canvas-covered frame suspended from the ceiling) used in India for circulating air in a room,2410
122797,03188779,n,10,(British) a small light basket used as a measure for fruits,1951
122798,03188891,n,10,an open flat-bottomed boat used in shallow waters and propelled by a long pole,1942
122800,03189222,n,10,a small figure of a person operated from above with strings by a puppeteer,
122802,03189472,n,10,a screen used in India to separate women from men or strangers,
122804,03189831,n,10,an apparatus for removing impurities,2232
122805,03189940,n,10,a basic knitting stitch,2425
122806,03190028,n,10,gold or silver wire thread,
122807,03190105,n,10,a small bag for carrying money,
122809,03190376,n,10,a drawstring used to close the mouth of a purse,
122810,03190501,n,10,(British) a bicycle that must be pedaled,1946
122811,03190597,n,10,a wide broom that is pushed ahead of the sweeper,2353
122813,03191019,n,10,a radio that can be tuned by pressing buttons,"1935,2107,2410,2606"
122991,03217511,n,10,allows vision out of the back of the car,1948
122765,03183372,n,10,a small fast unarmored and lightly armed torpedo boat; P(ropeller) T(orpedo) boat,"1781,1942"
150571,07567902,n,10,someone who sews by operating a sewing machine,2425
150572,07568018,n,10,someone whose age is in the sixties,2516
122825,03192597,n,10,a large tent shaped like a pyramid; can hold half a dozen people,2772
122855,03196216,n,10,a bird's feather made into a pen for writing,1422
122843,03194869,n,10,a coat of arms that occupies one quarter of an escutcheon; combining four coats of arms on one shield usually represented intermarriages,2794
122862,03197146,n,10,a cord with attached cords; used by ancient Peruvians for calculating and keeping records,2873
122815,03191368,n,10,a sandal attached to the foot by a thong over the toes,2875
122871,03198160,n,10,"the standard typewriter keyboard; the keys for Q, W, E, R, T, and Y are the first six from the left on the top row of letter keys","1355,2410"
122875,03198707,n,10,an indoor tv antenna; 2 extendible rods forming a V,"1707,2284"
122841,03194627,n,10,the stern area of a ship's upper deck,1942
122817,03191631,n,10,the golf club used on the putting green,2871
122818,03191738,n,10,a spatula used to mix or apply putty,2415
122820,03191970,n,10,a large vertical steel tower supporting high-tension wires,
122821,03192080,n,10,a tower for guiding pilots or marking the turning point in a race,
122822,03192197,n,10,a yellow-green mixture of antibiotics obtained from the bacillus of green pus,2248
122823,03192331,n,10,a toxic blue crystalline antibiotic found in green pus,2248
122826,03192722,n,10,a thermometer designed to measure high temperatures,1951
122827,03192901,n,10,a pyrometer consisting of a series of cones that melt at different temperatures,1951
122828,03193042,n,10,a thermostat that operates at very high temperatures,2098
122829,03193149,n,10,any receptacle in which wafers for the Eucharist are kept,2446
122830,03193262,n,10,a chest in which coins from the mint are held to await assay,
122831,03193402,n,10,a small box used by ancient Greeks to hold medicines,
122832,03193506,n,10,silklike nylon fabric,1787
122833,03193587,n,10,a rectangular area surrounded on all sides by buildings,
122835,03193847,n,10,an instrument for measuring altitude of heavenly bodies,1951
122836,03193957,n,10,a stereophonic sound recording or reproducing system system using four separate channels,2107
122837,03194147,n,10,any of four things that correspond to one another exactly,
122838,03194264,n,10,a dummy gun or piece of artillery made usually of wood,1781
122839,03194375,n,10,an arrow with a four-edged head that is shot from a crossbow,1781
122840,03194489,n,10,the part of a shoe or boot covering the heel and joining the vamp,2875
122842,03194741,n,10,living accommodations (especially those assigned to military personnel),2415
122844,03195062,n,10,(British) a small pivoted window vent in the door of a car,1948
122845,03195179,n,10,a photographic plate measuring 3-1/4 by 4-1/4 inches,"2527,2600"
122846,03195291,n,10,a long stout staff used as a weapon,
122847,03195385,n,10,a mill for stamping quartz,"1787,1794"
122848,03195486,n,10,usually built parallel to the shoreline,1942
122849,03195576,n,10,a cantilever bridge in Quebec,"1820,1946"
122850,03195684,n,10,the most powerful chess piece,2628
122851,03195765,n,10,one of four cards in a deck bearing a picture of a queen,2637
122852,03195873,n,10,vertical tie post in a roof truss,2415
122853,03195963,n,10,a cantilever bridge across the East River between Manhattan and Queens,"1946,2772"
122854,03196116,n,10,a primitive stone mill for grinding corn by hand,
122856,03196324,n,10,a bed cover made of two layers of cloth filled with stuffing and stitched together,2875
122857,03196513,n,10,a bedspread constructed like a thin quilt,2875
122858,03196618,n,10,"a material used for making a quilt, or a quilted fabric",1787
122859,03196728,n,10,a design stitched through layers of fabric and a filling,2425
122860,03196839,n,10,a drug (trade name Atabrine) once used to treat malaria,2248
122863,03197287,n,10,a narrow groove beside a beading,
122865,03197524,n,10,a molding having a small groove in it,2446
122866,03197638,n,10,a whip with a leather thong at the end,
122867,03197728,n,10,a case for holding arrows,
122868,03197806,n,10,the keystone of an arch,2415
122869,03197898,n,10,expandable metal or wooden wedge used by printers to lock up a form within a chase,2098
122870,03198049,n,10,a ring of iron or circle of rope used in the game of quoits,2633
122873,03198479,n,10,a rectangular groove made to hold two pieces together,
122874,03198594,n,10,a joint formed by fitting together two rabbeted boards,
122824,03192441,n,10,a massive memorial with a square base and four triangular sides; built as royal tombs in ancient Egypt,2772
150573,07568112,n,10,an officer of the church who is in charge of sacred objects,"1565,1820,2516"
150575,07568373,n,10,title for the former hereditary monarch of Iran,2768
150576,07568471,n,10,a kidnapper who drugs men and takes them for compulsory service aboard a ship,1802
122894,03201982,n,10,a mechanism consisting of a metal honeycomb through which hot fluids circulate; heat is transferred from the fluid through the honeycomb to the airstream that is created either by the motion of the vehicle or by a fan,2098
122905,03203923,n,10,a two-way radio communication system (usually microwave); part of a more extensive telecommunication network,2606
122918,03206156,n,10,a housing for a radar antenna; transparent to radio waves,"1946,2279"
122877,03198894,n,10,a small sloop having the keep of a knockabout but with finer lines and carrying more sail,1942
122878,03199039,n,10,a fast car that competes in races,"1946,2651"
122879,03199185,n,10,a course over which races are run,"1707,2638"
122880,03199397,n,10,a canal for a current of water,1946
122881,03199488,n,10,a boat propelled by oarsmen and designed for racing,1942
122882,03199633,n,10,(British) a racetrack for automobile races,"1948,2651"
122883,03199746,n,10,a light narrow racing boat for two or more oarsmen,"1942,2651"
122884,03199853,n,10,a narrow racing boat for a single oarsman,"1942,2651"
122886,03200255,n,10,framework for holding objects,2410
122887,03200533,n,10,"stretches, disjoints or mutilates victims",1802
122890,03201157,n,10,the echo of a pulse of microwave radiation is used to detect and locate distant objects,1951
122891,03201490,n,10,has radial-ply casing,"1948,2098,2875"
122892,03201596,n,10,an internal-combustion engine having cylinders arranged radially around a central crankcase,2098
122895,03202292,n,10,a series of pipes for circulating steam or hot water to heat rooms or buildings,"2410,2415,2446"
122896,03202445,n,10,cap on the opening in the top of a radiator through which a coolant liquid can be added,2098
122897,03202610,n,10,a flexible hose between the radiator and the engine block,2306
122898,03202746,n,10,a communication system based on broadcasting electromagnetic waves,2606
122899,03202931,n,10,the part of a radio receiver by means of which radio signals are received,2284
122901,03203225,n,10,a chassis for a radio receiver,"2107,2536"
122902,03203353,n,10,a direction finder that gives a bearing by determining the direction of incoming radio signals,"1935,2107"
122903,03203507,n,10,a photographic image produced on a radiosensitive surface by radiation other than visible light (especially by X-rays or gamma rays),"2232,2527"
122904,03203781,n,10,uses interference patterns from two antennas instead of a parabolic antenna,"2076,2097"
