083,transportatio,n,n-s---fn3-,transportation,,,[t̪raːn̪s.pɔr.'t̪a.t̪ɪ̣.jɔ],transportatio,0
114523,i1981,insecutor,n,n-s---mn3-,insecutor,,,[iːn̪.'sɛ.kʊ.t̪ɔr],insecutor,0
40176,i1989,insensatus,a,aps---mn1-,insensat insensat insensat,,,[ĩː.sẽːˈsaː.tʊs],insensatus,0
114539,i1993,insensualis,a,aps---cn3i,insensual insensual insensual,,,[iːn̪.seːn̪.'sʊ.ja.lɪs],insensualis,0
24279,i1997,insepultus,a,aps---mn1-,insepult insepult insepult,,,[ĩː.sɛˈpʊɫ.tʊs],insepultus,1
114555,i3193,inserticius,a,aps---mn1-,insertici insertici insertici,,,[iːn̪.sɛr.'t̪ɪ.kɪ̣.jʊs],inserticius,0
29817,i2009,inseruo,v,v1spia--1-,inseru inseruau inseruat,,,[iːn̪.'sɛ.rʊ.jɔ],inseruo,0
99066,i2238,intemperiae,n,n-p---fn1-,intemperi,,,[ɪn̪.t̪ɛm.'pɛ.rɪ̣.jaj],intemperiae,0
115198,i2689,inuilito,v,v1spia--1-,inuilit inuilitau inuilitat,,,[ɪ.'n̪uj.lɪ.t̪ɔ],inuilito,0
115428,i2947,istim,r,rp--------,,,,['ɪst̪ĩː],istim,0
99176,i3103,iunix,n,n-s---fn3-,iunic,,,['jʊ.n̪ɪks],iunix,0
24543,l0126,laetitia,n,n-s---fn1-,laetiti,,,[ɫae̯ˈtɪ.ti.a],laetitia,1
99203,l9894,laeuo,v,v1spia--1-,laeu laeuau laeuat,,,['ɫewɔ],laeuo,0
115749,l0202,langa,n,n-s---fn1-,lang,,,['laŋ.ga],langa,0
99276,l0940,liuesco,v,v1spia--3-,liuesc - -,,,[lɪ.'wɛs.kɔ],liuesco,0
24834,m0013,maceria,n,n-s---fn1-,maceri,,,[ma.'kɛ.rɪ̣.ja],maceria,1
24888,m0194,malitia,n,n-s---fn1-,maliti,,,[maˈlɪ.ti.a],malitia,1
117087,m0399,marmarygma,n,n-s---nn3-,marmarygmat,,,[mar.'ma.ry.gma],marmarygma,0
117159,m0493,maturasco,v,v1spia--3-,,,,[ma.t̪ʊ.'ras.kɔ],maturasco,0
117486,m0835,mesancylum,n,n-s---nn2-,mesancyl,,,[mɛ.'saŋ.ky.ɫũː],mesancylum,0
99457,m1743,moenio,v,v1spia--4-,moen moeni moenit,,,['mojn̪ɪ̣.jɔ],moenio,0
25131,m1239,mollitia,n,n-s---fn1-,molliti,,,/molˈli.ti.a/,mollitia,1
118030,m1454,motoria,n,n-s---fn1-,motori,,,[mɔ.'t̪ɔ.rɪ̣.ja],motoria,0
118485,n0062,natatoria,n,n-s---fn1-,natatori,,,[n̪a.t̪a.'t̪ɔ.rɪ̣.ja],natatoria,0
99553,n0076,nauale,n,n-s---nn3i,naual,,,['n̪a.wa.lɛ],nauale,0
118626,n0213,neogramma,n,n-s---nn3-,neogrammat,,,[n̪ɛ̣.'jɔ.gra.mma],neogramma,0
25319,n0236,nequitia,n,n-s---fn1-,nequiti,,,[neːˈkᶣɪ.ti.a],nequitia,1
118765,n0335,niuesco,v,v1spia--3-,,,,[n̪ɪ.'wɛs.kɔ],niuesco,0
118872,n0553,notoria,n,n-s---fn1-,notori,,,[n̪ɔ.'t̪ɔ.rɪ̣.ja],notoria,0
104122,c0289,caluesco,v,v1spia--3-,,,,[ka.lʊ.'jɛs.kɔ],caluesco,0
19132,$0149,ablego,v,v1spia--1-,ableg ablegau ablegat,,,[aˈbɫeː.ɡoː],ablego,1
59317,c0618,Carcinos,n,n-s---mn2g,Carcin,,28952,['kar.kɪ.n̪ɔs],Carcinos,1
104478,$0010,caulesco,v,v1spia--3-,,,,[kaw.'lɛs.kɔ],caulesco,0
20838,$0172,ceruicatus,a,aps---mn1-,ceruicat ceruicat ceruicat,,,[kɛr.wiːˈkaː.tʊs],ceruicatus,1
105552,$0045,communicabilis,a,aps---cn3i,communicabil communicabil communicabil,,,[kɔ.mmʊ.n̪ɪ.'ka.bɪ.lɪs],communicabilis,0
106594,$0177,crustatus,a,aps---mn1-,crustat crustat crustat,,,['krʊs.t̪a.t̪ʊs],crustatus,0
98164,$0025,dialis,a,aps---cn3i,dial dial dial,,,['d̪ɪ̣.ja.lɪs],dialis,0
109343,$0023,essentialis,a,aps---cn3i,essential essential essential,,,[ɛs.sɛn̪.'t̪ɪ̣.ja.lɪs],essentialis,0
59297,59297,Capella,n,n-s---fn1-,Capella,,,[ka.'pɛɫ.la],Capella,0
110858,f0730,fluesco,v,v1spia--3-,,,,[flʊ.'jɛs.kɔ],fluesco,0
113483,$0003,incastro,v,v1spia--1-,incastr incastrau incastra,,,[ɪŋ.'kas.t̪rɔ],incastro,0
114572,i2019,insidiatrix,n,n-s---fn3-,insidiatric,,,[iːn̪.sɪ.'d̪ɪ̣.ja.t̪rɪks],insidiatrix,0
114596,$0008,insoleo,v,v1spia--2-,insol - -,,,[iːn̪.'sɔ.lɛ̣.jɔ],insoleo,0
116642,$0191,luminatus,a,aps---mn1-,luminat luminat luminat,,,[lʊ.'mɪ.n̪a.t̪ʊs],luminatus,0
118812,$0080,nominabilis,a,aps---cn3i,nominabil nominabil nominabil,,,[n̪ɔ.mɪ.'n̪a.bɪ.lɪs],nominabilis,0
119794,o0838,opisthotonia,n,n-s---fn1-,opisthotoni,,,[ɔ.pɪs.t̪ʰɔ.'t̪ɔ.n̪ɪ̣.ja],opisthotonia,0
119861,o0932,oratoria,n,n-s---fn1-,oratori,,,[ɔ.ra.'t̪ɔ.rɪ̣.ja],oratoria,0
120400,p0334,parapegma,n,n-s---nn3-,parapegmat,,,[pa.'ra.pɛ.gma],parapegma,0
99809,p0383,parentalia,n,n-p---nn3i,parental,,,[pa.rɛn̪.'t̪aː.lɪ̣.ja],parentalia,0
52157,p1156,perfringo,v,v1spia--3-,perfring perfreg perfract,,,[pɛrˈfrɪŋ.ɡoː],perfringo,0
121208,p1264,peripleumoniacus,a,aps---mn1-,peripleumoniac peripleumoniac peripleumoniac,,,[pɛ.rɪpɫew.mɔ.'n̪ɪ̣.ja.kʊs],peripleumoniacus,0
121239,$0140,perlatus,a,aps---mn1-,perlat perlat perlat,,,['pɛr.la.t̪ʊs],perlatus,0
121569,$0111,peruarius,a,aps---mn1-,peruari peruari peruari,,,[pɛ.rʊ.'ja.rɪ̣.jʊs],peruarius,0
121633,$0036,petibilis,a,aps---cn3i,petibil petibil petibil,,,[pɛ.'t̪ɪ.bɪ.lɪs],petibilis,0
26014,p2051,pigritia,n,n-s---fn1-,pigriti,,,[pɪˈɡrɪ.ti.a],pigritia,1
121955,p2142,piscatoria,n,n-s---fn1-,piscatori,,,[pɪs.ka.'t̪ɔ.rɪ̣.ja],piscatoria,0
133327,e1932,excandefio,v,v1spia--3-,- - excandefact,28955,,[ɛks.kan̪.'d̪ɛ.fɪ̣.jɔ],excandefio,0
122256,$0134,polosus,a,aps---mn1-,polos polos polos,,,['pɔ.lɔ.sʊs],polosus,0
122400,p2649,portatoria,n,n-s---fn1-,portatori,,,[pɔr.t̪a.'t̪ɔ.rɪ̣.ja],portatoria,0
26157,p2728,postmodo,r,rp--------,,,,['pɔs.t̪mɔ.d̪ɔ],postmodo,1
122493,p9930,potatus,n,n-s---mn4-,potat,,,['pɔ.t̪a.t̪ʊs],potatus,0
122996,$0147,praesero,v,v1spia--3-,,,,['praj.sɛ.rɔ],praesero,0
133316,a1223,agrammatus,a,aps---mn1-,agrammat agrammat agrammat,,,,agrammatus,1
121222,p1278,peristereon,n,n-s---mn3-,peristereon,,28957,[pɛ.rɪs.'t̪ɛ.rɛ̣.jɔs],peristereon,1
133313,a3718,Adelphi,n,n-p---mn2-,Adelp,,28958,,Adelphi,1
133318,c3218,catafracte,n,n-s---fn1g,catafract,28953,28954,,catafracte,1
28288,28288,quadriplex,a,aps---an--,quadriplic quadriplic quadriplic,,,['kʷa.d̪rɪ.plɛks],quadriplex,0
123059,$0116,praesumptorius,a,aps---mn1-,praesumptori praesumptori praesumptori,,,[praj.sʊmp.'t̪ɔ.rɪ̣.jʊs],praesumptorius,0
35245,35245,perpauci,a,aps---an--,perpauc perpauc perpauc,,,[pɛr.'paw.kɪ],perpauci,0
133315,a1058,aex,n,n-s---fn3-,Aeg,,28951,,aex,1
101566,a0168,acoluthos,n,n-s---mn2g,acoluth,,28956,[a.'kɔ.lʊ.t̪ʰɔs],acoluthos,1
133311,,Uenus,n,n-s---fn3-,Uener,,,,Uenus,1
26312,p3621,problema,n,n-s---nn3-,problemat,,,[prɔˈbɫeː.ma],problema,1
26440,p4074,prosapia,n,n-s---fn1-,prosapi,,,[prɔ.'sa.pɪ̣.ja],prosapia,1
124073,p9871,punctus,n,n-s---mn4-,punct,,,['pʊŋk.t̪ʊs],punctus,0
125209,r0213,rescula,n,n-s---fn1-,rescul,,,['rɛs.kʊ.la],rescula,0
125264,$0095,respirabilis,a,aps---cn3i,respirabil respirabil respirabil,,,[rɛs.pɪ.'ra.bɪ.lɪs],respirabilis,0
125864,s0098,saeuities,n,n-s---fn5-,saeuiti,,,['sewɪ.t̪ɪ̣.jɛs],saeuities,0
126169,$0082,saturabilis,a,aps---cn3i,saturabil saturabil saturabil,,,[sa.t̪ʊ.'ra.bɪ.lɪs],saturabilis,0
23403,f9210,fluctus,n,n-s---mn4-,fluct,,,[ˈfɫʊk.tʊs],fluctus,1
109939,$0067,expiabilis,a,aps---cn3i,expiabil expiabil expiabil,,,[ɛks.pɪ̣.'ja.bɪ.lɪs],expiabilis,0
24165,i1548,infero,v,v1spia--3-,infer intul inlat,"29053,29054,29055,29056",,[ˈĩː.fɛ.roː],infero,1
22514,d1386,differo,v,v1spia--3-,differ distul dilat,"29007,29008,29009,29010",,[ˈdɪf.fɛ.roː],differo,1
21438,c3222,confero,v,v1spia--3-,confer contul conlat,"28992,28993,28994,28995",,[ˈkõː.fɛ.roː],confero,1
22789,e0127,effero,v,v1spia--1-,effer efferau efferat,"29011,29012,29013,29014","29015,29016,29017,29018",['ɛf.fɛ.rɔ],effero,1
19765,a1612,ambedo,v,v1spia--3-,ambed ambed ambes,,,[ˈam.bɛ.doː],ambedo,1
21148,c2569,comedo,v,v1spia--3-,comes - -,,,[ˈkɔ.mɛ.doː],comedo,1
22303,d0782,depereo,v,v1spia--2-,deperi deperiu deperit,,,[deːˈpɛ.re.oː],depereo,1
20924,c1741,circumeo,v,v1spia--4-,circum circumiu circumit,"28967,28968,28969,28970,28971,28972,28973,28974,28975,28976,28977,28978,28979,28980,28981,28982,28983",,[kɪrˈkʊ.me.oː],circumeo,1
24250,i1914,inquam,v,v1spia--3-,- inquii -,"29057,29058,29059,29060,29061",,[ˈɪŋ.kʷã],inquam,1
22130,d0362,defero,v,v1spia--3-,defer detul delat,"28996,28997,28998,28999",,[ˈdeː.fɛ.roː],defero,1
19909,a2128,antefero,v,v1spia--3-,antefer antetul antelat,"28959,28960,28961,28962",,[anˈtɛ.fɛ.rɔ],antefero,1
57505,a1533,anteeo,v,v1spia--4-,- anteiu anteit,"29076,29077,29078,29079,29080,29081,29082,29083,29084,29085,29086,29087,29088,29089,29090,29091,29092,29093",,[anˈte.ɛ.oː],anteeo,1
20926,c1745,circumfero,v,v1spia--3-,circumfer circumtul circumlat,"28984,28985,28986,28987",,[kɪrˈkũː.fɛ.roː],circumfero,1
47317,i2033,insimulatio,n,n-s---fn3-,insumulation,,,[iːn̪.sɪ.mʊ.'la.t̪ɪ̣.jɔ],insimulatio,0
24289,i2039,insinuo,v,v1spia--1-,insinu insinuau insinuat,,,[ĩːˈsɪ.nʊ.oː],insinuo,1
20268,a3469,aufero,v,v1spia--3-,aufer abstul ablat,"28963,28964,28965,28966",,[ˈau̯.fɛ.roː],aufero,1
48068,i2040,insipidus,a,aps---mn1-,insipid insipid insipid,,,[ĩːˈsɪ.pɪ.dʊs],insipidus,0
24292,i2043,insisto,v,v1spia--3-,insist instit -,,,[ĩːˈsɪs.toː],insisto,1
31581,i2044,insiticius,a,aps---mn1-,insitici insitici insitici,,,[iːn̪.sɪ.'t̪ɪ.kɪ̣.jʊs],insiticius,0
50390,i2046,insitiuus,a,aps---mn1-,insitiu insitiu insitiu,,,[ĩː.sɪˈtiː.wʊs],insitiuus,0
23310,f0382,fero,v,v1spia--3-,fer tul lat,"28988,28989,28990,28991",,[ˈfɛ.roː],fero,1
19508,a0761,adsum,v,v1spia--3-,- adfu -,"29062,29063,29064,29065,29066,29067,29068,29069,29070,29071",,[ˈat.sũ],adsum,0
22424,d1061,desum,v,v1spia--3-,de defu -,"29000,29001,29002,29003,29004,29005,29006",,[ˈdeː.sũ],desum,1
23060,e1433,exeo,v,v1spia--4-,ex exiu exit,"29019,29020,29021,29022,29023,29024,29025,29026,29027,29028,29029,29030,29031,29032,29033,29034,29035,29036,29037,29038,29039,29040,29041,29042,29043,29044,29045,29046,29047,29048",,[ˈɛk.se.oː],exeo,1
19309,a0546,adedo,v,v1spia--3-,aded - -,"29072,29073,29074,29075",,[ˈa.dɛ.doː],adedo,1
23363,f0557,fio,v,v1spia--3i,f - -,"29049,29050,29051,29052",,/ˈfiː.oː/,fio,0
57018,m0314,mansuefio,v,v1spia--3-,mansuef - mansuefact,,,[maːn̪.sʊ.'jɛ.fɪ̣.jɔ],mansuefio,0
45245,o9249,obsolefio,v,v1spia--3-,obsolef - obsolefact,,,[ɔ.psɔ.ɫɛˈfiː.oː],obsolefio,0
45058,o9287,obstupefio,v,v1spia--2-,obstupef - obstupefact,,,[ɔps.t̪ʊ.'pɛ.fɪ̣.jɔ],obstupefio,0
26265,p3372,praetereo,v,v1spia--2-,praeteri praeteriu praeterit,,,[prae̯ˈtɛ.re.oː],praetereo,1
124628,r9990,recalfio,v,v1spia--3-,recalfi  recalfact,,,[rɛ.'kaɫ.fɪ̣.jɔ],recalfio,0
25862,p1052,peredo,v,v1spia--3-,pered - -,"29279,29280,29281",,[ˈpɛ.rɛ.doː],perĕdo,1
26353,p3756,profero,v,v1spia--3-,profer protul prolat,"29228,29229,29230,29231",,[ˈproː.fɛ.roː],profero,1
26688,r1080,redeo,v,v1spia--4-,red rediu redit,"29232,29233,29234,29235,29236,29237,29238,29239,29240,29241,29242,29243,29244,29245,29246,29247,29248,29249,29250,29251,29252,29253,29254,29255,29256,29257,29258,29259,29260,29261",,[ˈrɛ.de.oː],redeo,1
26148,p2697,possum,v,v1spia--3-,- potu -,"29154,29155,29156,29157,29158,29159,29160,29161,29162,29163",,[ˈpɔs.sũ],possum,1
26702,r1111,refero,v,v1spia--3-,refer retul relat,"29262,29263,29264,29265",,[ˈrɛ.fɛ.roː],refero,1
25864,p1081,pereo,v,v1spia--4-,per peri perit,"29124,29125,29126,29127,29128,29129,29130,29131,29132,29133,29134,29135,29136,29137,29138,29139,29140,29141,29142,29143,29144,29145,29146,29147,29148,29149,29150,29151,29152,29153",,[ˈpɛ.re.oː],pereo,1
25419,o0040,obeo,v,v1spia--4-,ob obiu obit,"29094,29095,29096,29097,29098,29099,29100,29101,29102,29103,29104,29105,29106,29107,29108,29109,29110,29111,29112,29113,29114,29115,29116,29117,29118,29119,29120,29121,29122,29123",,[ˈɔ.be.oː],obeo,1
25482,o0291,obsum,v,v1spia--3-,ob obfu -,"29266,29267,29268,29269,29270,29271,29272",,[ˈɔ.psũ],obsum,1
26209,p2962,praeeo,v,v1spia--4-,prae praeiu praeit,"29164,29165,29166,29167,29168,29169,29170,29171,29172,29173,29174,29175,29176,29177,29178,29179,29180,29181,29182,29183,29184,29185,29186,29187,29188,29189,29190,29191,29192,29193",,/ˈprae̯.e.oː/,praeeo,1
25540,o0573,offero,v,v1spia--1-,offer offerau offerat,"29273,29274,29275,29276",,[ˈɔf.fɛ.roː],offero,1
133331,i3116,incalfio,v,v1spia--3-,- - incalfact,29277,,[ɪŋ.'kaɫ.fɪ̣.jɔ],incalfio,0
133332,i3117,incendefio,v,v1spia--3-,- - incendefact,29278,,[ɪŋ.kɛn̪.'d̪ɛ.fɪ̣.jɔ],incendefio,0
26213,p2977,praefero,v,v1spia--3-,praefer praetul praelat,"29194,29195,29196,29197",,[ˈprae̯.fɛ.roː],praefero,1
26339,p3709,prodeo,v,v1spia--4-,prod prodiu prodit,"29198,29199,29200,29201,29202,29203,29204,29205,29206,29207,29208,29209,29210,29211,29212,29213,29214,29215,29216,29217,29218,29219,29220,29221,29222,29223,29224,29225,29226,29227",,/ˈproː.de.oː/,prodeo,1
114594,i2051,insolatio,n,n-s---fn3-,insolation,,,[iːn̪.sɔ.'la.t̪ɪ̣.jɔ],insolatio,0
133350,p2705,posteo,v,v1spia--4-,post postiu postit,,,,posteo,0
133349,p2088,pinguefio,v,v1spia--3-,- - pinguefact,29283,,[pɪŋ.'gʷɛ.fɪ̣.jɔ],pinguefio,0
133364,t1724,tumefio,v,v1spia--3-,- - tumefact,29289,,[t̪ʊ.'mɛ.fɪ̣.jɔ],tumefio,0
133359,s6346,sufferuefio,v,v1spia--3-,- - sufferuefact,29290,,[sʊf.fɛ.rʊ.'jɛ.fɪ̣.jɔ],sufferuefio,0
133321,a1188,affio,v,v1spia--3-,- - affact,29291,,['af.fɪ̣.jɔ],affio,0
133362,s3546,superfero,v,v1spia--3-,- supertuli superlat,29292,,,superfero,0
133363,t1144,tremefio,v,v1spia--3-,- - tremefact,29293,,[t̪rɛ.'mɛ.fɪ̣.jɔ],tremefio,0
133322,a2777,arefio,v,v1spia--3-,- - arefact,29294,,[a.'rɛ.fɪ̣.jɔ],arefio,0
133323,c1707,circumaufero,v,v1spia--3-,- circumabstuli circumablat,29326,,,circumaufero,0
133324,c4860,contabefio,v,v1spia--3-,- - contabefact,29327,,[kɔn̪.t̪a.'bɛ.fɪ̣.jɔ],contabefio,0
133325,e1940,exarefio,v,v1spia--3-,- - exarefact,29328,,[ɛk.sa.'rɛ.fɪ̣.jɔ],exarefio,0
133352,p4406,pudefio,v,v1spia--3-,- - pudefact,29329,,[pʊ.'d̪ɛ.fɪ̣.jɔ],pudefio,0
133357,s0573,scarifio,v,v1spia--3-,- - scarifact,29330,,[ska.'rɪ.fɪ̣.jɔ],scarifio,0
133329,e1450,exsum,v,v1spia--3-,- exfu exfutur,29282,,,exsum,0
133353,r0975,rarefio,v,v1spia--3-,- - rarefact,29284,,[ra.'rɛ.fɪ̣.jɔ],rarefio,0
133345,p0934,percandefio,v,v1spia--3-,- - percandefact,29285,,[pɛr.kan̪.'d̪ɛ.fɪ̣.jɔ],percandefio,0
133348,p9942,perterrefio,v,v1spia--3-,- - perterrefact,29286,,[pɛr.t̪ɛr.'rɛ.fɪ̣.jɔ],perterrefio,0
133351,p3390,praetersum,v,v1spia--3-,- praeterfu praeterfutur,29287,,,praetersum,0
133358,s2890,subinfero,v,v1spia--3-,- subintuli subinlat,29288,,,subinfero,0
44687,i2062,insomnia,n,n-s---fn1-,insomni,,,[iːn̪.'sɔm.n̪ɪ̣.ja],insomnia,0
34569,i2071,insonus,a,aps---mn1-,inson inson inson,,,['iːn̪.sɔ.n̪ʊs],insonus,0
114610,i2072,insopibilis,a,aps---cn3i,insopibil insopibil insopibil,,,[iːn̪.sɔ.'pɪ.bɪ.lɪs],insopibilis,0
24301,i2082,inspectio,n,n-s---fn3-,inspection,,,[iːn̪s.'pɛk.t̪ɪ̣.jɔ],inspectio,1
114624,i2087,insperabilis,a,aps---cn3i,insperabil insperabil insperabil,,,[iːn̪s.pɛ.'ra.bɪ.lɪs],insperabilis,0
30838,s3436,sum,v,v1spia--3-,- fu -,"29295,29296,29297,29298,29299,29300,29301,29302,29303,29304,29305,29306,29307,29308,29309,29310,29311,29312,29313,29314,29315,29316,29317,29318,29319,29320,29321,29322,29323,29324,29325",,[sũ],sum,1
114643,i2107,instabilio,v,v1spia--4-,instabil instabiliu instabilit,,,[iːn̪s.t̪a.'bɪ.lɪ̣.jɔ],instabilio,0
99055,i2108,instabilis,a,aps---cn3i,instabil instabil instabil,,,[iːn̪s.'t̪a.bɪ.lɪs],instabilis,0
24309,i2112,instauratio,n,n-s---fn3-,instauration,,,[ĩː.stau̯ˈraː.ti.oː],instauratio,1
51971,i2125,instimulator,n,n-s---mn3-,instimulator,,,[iːn̪s.t̪ɪ.'mʊ.la.t̪ɔr],instimulator,0
133346,p1086,perexeo,v,v1spia--4-,perex perexiu perexit,,,[pɛ.'rɛk.sɛ̣.jɔ],perexeo,1
133354,r1401,retranseo,v,v1spia--4-,retrans retransiu retransit,,,,retranseo,0
46208,s2989,subintroeo,v,v1spia--1-,subintroi subintroiu subintroit,,,[sʊ.bɪnˈtroe̯.oː],subintroeo,0
133360,s3532,supereo,v,v1spia--4-,super superiu superit,,,,supereo,0
133355,r8008,retroeo,v,v1spia--4-,retro retroiu retroit,,,,retroeo,0
133356,r1427,reueneo,v,v1spia--4-,reuen reueniu reuenit,,,,reueneo,0
133361,s3540,superexeo,v,v1spia--4-,superex superexiu superexit,,,,superexeo,0
37228,i2055,insolidus,a,aps---mn1-,insolid insolid insolid,,,[iːn̪.'sɔ.lɪ.d̪ʊs],insolidus,0
99043,i2059,insolubilis,a,aps---cn3i,insolubil insolubil insolubil,,,[iːn̪.sɔ.'lʊ.bɪ.lɪs],insolubilis,0
133374,p4092,proselenus,a,aps---mn1-,proselen proselen proselen,,29364,,proselenus,1
133336,l9916,lucrifio,v,v1spia--3-,- - lucrifact,29348,,[lʊ.'krɪ.fɪ̣.jɔ],lucrifio,0
133385,e1962,Euhius,n,n-s---mn2-,Euhi,,29339,,Euhius,1
112151,h0167,Hecatompolis,n,n-s---fn3g,Hecatompol,,,[hɛ.ka.'t̪ɔm.pɔ.lɪs],Hecatompolis,1
133373,p4288,pseudisodomus,a,aps---mn1-,pseudisodom,,29365,,pseudisodomus,0
133372,r0705,rhythium,n,n-s---nn2-,rhythi,,29366,,rhythium,0
133371,s0299,sandaserion,n,n-s---nn2g,sandaseri,,29367,,sandaserion,1
133378,l1068,Luca,a,aps---an1-,Luc Luc Luc,,29340,,Luca,1
133376,p1291,Perixyomenos,n,n-s---mn2g,Perixyomen,,29358,,Perixyomenos,1
116940,m0231,mammon,n,n-s---mn3g,mammon,,"29351,29352",['ma.mmɔn̪],mammon,1
133384,n0544,Notus,n,n-s---mn2-,Not,,29355,,Notus,1
133382,o1068,oscheos,n,n-s---mn2g,n-s---nn2g=oscheon,,,,oscheos,1
58509,58509,Aeolus,n,n-s---mn2-,Aeol,,,['aj.jɔ.lʊs],Aeolus,1
59811,d2196,Doryphorus,n,n-s---mn2-,Doryphor,,29334,[d̪ɔ.'ry.pʰɔ.rʊs],Doryphorus,1
120887,p0856,pentorobon,n,n-s---nn2-,pentorob,,29362,[pɛn̪.'t̪ɔ.rɔ.bɔn̪],pentorobon,1
133381,o9736,Ophiogenes,n,n-p---mn3-,Ophiogen,,,,Ophiogenes,1
133338,m0450,maturefio,v,v1spia--3-,- - maturefact,29353,,[ma.t̪ʊ.'rɛ.fɪ̣.jɔ],maturefio,0
133341,n9320,nitefio,v,v1spia--3-,- - nitefact,29354,,[n̪ɪ.'t̪ɛ.fɪ̣.jɔ],nitefio,0
133375,p2504,polymelos,n,aps---mn1g,polymel polymel polymel,,29363,,polymelos,1
133343,p0442,paruifio,v,v1spia--3-,- - paruifact,29361,,[pa.'ruj.fɪ̣.jɔ],paruifio,0
133258,s1737,sine,p,p---------,-,,,['sɪ.n̪ɛ],sine,0
133367,d0145,December,a,aps---an3-,Decembr Decembr Decembr,,,,December,1
133257,s0897,secus,p,p---------,-,,,['sɛ.kʊs],secus,0
133365,c0126,cathetus,a,aps---mn1-,cathet cathet cathet,,29333,,cathetus,1
111819,g0472,gossypinus,n,n-s---mn2-,gossypin,,"29368,29369,29370",[gɔs.'sy.pɪ.n̪ʊs],gossypinus,1
133368,d1459,denarium,n,n-s---nn2-,denari,,29335,,denarium,1
133215,a2109,ante,p,p---------,-,,,['an̪.t̪ɛ],ante,0
133383,p0843,Pentateuchus,n,n-s---mn2-,Pentateuch,,29331,,Pentateuchus,1
133369,d1647,diplasion,n,n-s---nn2g,diplasi,,29336,,diplasion,1
99344,m0203,mallus,n,n-s---fn2-,mall,,29349,['maɫ.lʊs],mallus,1
133366,d0145,December,n,n-s---mn3-,Decembr,,,,December,1
133370,e0758,episcaenus,n,n-s---fn2-,episcaen,,29337,,episcaenus,1
60374,i3210,Ionicus,a,aps---mn1-,Ionic Ionic Ionic,,29338,['jɔ.n̪ɪ.kʊs],Ionicus,1
112253,h0259,heptapleuros,n,n-s---fn2g,heptapleur,,29343,[hɛp.'t̪apɫew.rɔs],heptapleuros,1
112173,h0196,heliochryson,n,n-s---nn2g,heliochrys,,"29341,29342",[hɛ.lɪ̣.'jɔ.kʰry.sɔn̪],heliochryson,1
133380,m0979,Milichus,n,n-s---mn2-,Milich,,29347,,Milichus,1
117759,m1145,miurus,n,n-s---mn2-,miur,,29356,['mɪ̣.jʊ.rʊs],miurus,1
133333,i3118,inferuefio,v,v1spia--3-,- - inferuefact,29332,,[iːn̪.fɛ.rʊ.'jɛ.fɪ̣.jɔ],inferuefio,0
133335,l0203,languefio,v,v1spia--3-,- - languefact,29345,,[laŋ.'gʷɛ.fɪ̣.jɔ],languefio,0
101269,e1962,Euhius,a,aps---mn1-,Euhi Euhi Euhi,,,['ewhɪ̣.jʊs],Euhius,1
133337,m9608,magnifio,v,v1spia--3-,- - magnifact,29346,,[maŋ.'n̪ɪ.fɪ̣.jɔ],magnifio,0
60613,l1068,Luca,n,n-s---fn1-,Luc,,,['lʊ.ka],Luca,1
61734,p4092,Proseleni,n,n-p---mn2-,Proselen,,,[prɔ.'sɛ.lɛ.n̪ʊs],Proseleni,1
133251,p3366,praeter,p,p---------,-,,,['praj.t̪ɛr],praeter,0
133340,n0293,nigrefio,v,v1spia--3-,- - nigrefact,29357,,[n̪ɪ.'grɛ.fɪ̣.jɔ],nigrefio,0
133342,o9648,olfio,v,v1spia--3-,- - olfact,29360,,['ɔɫ.fɪ̣.jɔ],olfio,0
133377,h0335,hexaemeron,n,n-s---nn2g,hexaemer,,29344,,hexaemeron,1
133314,a1347,adulescentulus,a,aps---mn1-,adulescent adulescent adulescent,,29359,,adulescentulus,1
133379,m0838,mesembrinos,n,n-s---mn2g,mesembrin,,29350,,mesembrinos,1
133249,p2700,post,p,p---------,-,,,['pɔst̪],post,0
133250,p2788,prae,p,p---------,-,,,['praj],prae,0
133253,p2610,pro,p,p---------,-,,,['proː],pro,0
133255,p4027,propter,p,p---------,-,,,['prɔp.t̪ɛr],propter,0
133256,s9996,secundum,p,p---------,-,,,[sɛ.'kʊn̪.d̪ũː],secundum,0
19164,a0155,abscondo,v,v1spia--3-,abscond abscondu abscondit,,29373,[apˈskɔn.doː],abscondo,1
29027,a0102,abnepos,n,n-s---mn3-,abnepot,,29371,['ab.n̪ɛ.pɔs],abnepos,0
133328,e1573,expauefio,v,v1spia--3-,- - expauefact,29374,,[ɛks.pa.'wɛ.fɪ̣.jɔ],expauefio,0
133339,m9609,multifio,v,v1spia--3-,- - multifact,29375,,[mʊɫ.'t̪ɪ.fɪ̣.jɔ],multifio,0
133235,e1872,extra,p,p---------,-,,,['ɛks.t̪raː],extra,0
101405,a0107,abnormitas,n,n-s---fn3-,abnormitat,,,[ab.'n̪ɔr.mɪ.t̪as],abnormitas,0
97486,a0034,abdico,v,v1spia--1-,abdic abdicau abdicat,,,['ab.d̪ɪ.kɔ],abdico,0
132176,a0122,abominor,v,v1spid--1-,abomin abominat -,,29372,[a.'bɔ.mɪ.n̪ɔr],abominor,0
133228,d0492,deinter,p,p---------,-,,,['d̪ejn̪t̪ɛr],deinter,0
133242,i2571,intra,p,p---------,-,,,['ɪn̪.t̪raː],intra,0
