s1125,semirasus,a,0,aps---mn1-,semiras semiras semiras,semirasus
44483,44483,stercilinum,n,0,n-s---nn2-,stercilin,stercilinum
44451,a3160,assido,v,0,v1spia--3-,assid assed -,assido
44458,c1048,celebresco,v,0,v1spia--3-,celebresc - -,celebresco
44463,c1034,ceruina,n,0,n-s---fn1-,ceruin,ceruina
44475,c3659,consultrix,n,0,n-s---fn3-,consultric,consultrix
44480,e1231,exaperio,v,0,v1spia--4-,exaper exaperu exapert,exaperio
113774,i1172,incusabilis,a,0,aps---cn3i,incusabil incusabil incusabil,incusabilis
44502,i2776,iotacismus,n,0,n-s---mn2-,iotacism,iotacismus
44493,l0570,leporinus,a,0,aps---mn1-,leporin leporin leporin,leporinus
44504,l1101,lucratiuus,a,0,aps---mn1-,lucratiu lucratiu lucratiu,lucratiuus
44445,n0040,narthecium,n,0,n-s---nn2-,nartheci,narthecium
44491,n0668,nummulus,n,0,n-s---mn2-,nummul,nummulus
44476,o0799,opertorium,n,0,n-s---nn2-,opertori,opertorium
44472,p2923,praedicamentum,n,0,n-s---nn2-,praedicament,praedicamentum
44459,p4096,prosentio,v,0,v1spia--4-,prosent prosens prosens,prosentio
44509,r0322,reiculus,a,0,aps---mn1-,reicul reicul reicul,reiculus
44465,s0015,saburra,n,0,n-s---fn1-,saburr,saburra
44449,s0579,scarus,n,0,n-s---mn2-,anomal,scarus
44466,t1456,truculentia,n,0,n-s---fn1-,terti tern ter,truculentia
44514,u0420,uerrucosus,a,0,aps---mn1-,uerrucos uerrucos uerrucos,uerrucosus
44499,a0954,aequipondium,n,0,n-s---nn2-,aequipondi,aequipondium
44454,a0406,acquiesco,v,0,v1spia--3-,acquiesc acquieu acquiet,acquiesco
44535,44535,cambio,v,0,v1spia--4-,cambi - -,cambio
44579,44579,adtremo,v,0,v1spia--1-,adtrem - -,adtremo
44574,44574,aeronauigans,n,0,n-s---cn3-,aeronauigant,aeronauigans
44592,44592,adtineo,v,0,v1spia--2-,adtin adtinu adtent,adtineo
44525,44525,alteras,r,0,rp--------,,alteras
44555,44555,amissum,n,0,n-s---nn2-,amiss,amissum
44558,44558,annumerabilis,a,0,aps---cn3-,annumerabil annumerabil annumerabil,annumerabilis
44530,44530,attorno,v,0,v1spia--1-,attorn attornau attornat,attorno
44531,44531,bimammiis,a,0,aps---cn3-,bimammi bimammi bimammi,bimammiis
44557,44557,circumforatus,a,0,aps---mn1-,circumforat circumforat circumforat,circumforatus
44583,44583,comesaliter,r,0,rp--------,,comesaliter
44556,44556,consignatorium,n,0,n-s---nn2-,consignatori,consignatorium
44528,44528,continator,n,0,n-s---mn3-,continator,continator
44518,44518,deontologia,n,0,n-s---fn1-,deontologi,deontologia
44537,44537,derelictum,n,0,n-s---nn2-,derelict,derelictum
44524,44524,deuorsor,n,0,n-s---mn3-,deuorsor,deuorsor
44570,44570,festiuiter,r,0,rp--------,festiu,festiuiter
44529,44529,guttus,n,0,n-s---mn2-,gutt,guttus
138071,s9941,specula,n,0,n-s---fn1-,specul,spēcula
44533,44533,internatus,n,0,n-s---mn4-,internat,internatus
44554,44554,pelamis,n,0,n-s---fn3-,pelamid,pelamis
44590,44590,plexus,a,0,aps---mn1-,plic plic plic,plexus
44551,44551,quotquot,a,0,aps---an--,quot quot quot,quotquot
44536,44536,rehendo,v,0,v1spia--3-,rehend rehend rehens,rehendo
44541,44541,sexiens,n,0,n-s---cn3-,sext sen sex,sexiens
44519,44519,soporatus,a,0,aps---mn1-,sopor sopor sopor,soporatus
44540,44540,stercoralis,a,0,aps---cn3-,stercoral stercoral stercoral,stercoralis
44562,t0106,tantus,a,0,aps---mn1-,tant tant tant,tantus
44589,44589,uenalicia,n,0,n-s---fn1-,uenalici,uenalicia
44568,a2559,apronia,n,0,n-s---fn1-,aproni,apronia
44522,b0027,bacifer,a,0,aps---mn1r,bacifer bacifer bacifer,bacifer
44523,b0249,beluatus,a,0,aps---mn1-,beluat beluat beluat,beluatus
44578,c0695,carpineus,a,0,aps---mn1-,carpine carpine carpine,carpineus
44585,c1134,centena,n,0,n-s---fn1-,centen,centena
44549,c1554,chrysomelinus,a,0,aps---mn1-,chrysomelin chrysomelin chrysomelin,chrysomelinus
44538,c2155,clutus,a,0,aps---mn1-,clut clut clut,clutus
44571,c3091,concubatio,n,0,n-s---fn3-,concubation,concubatio
44563,c4073,coronaria,n,0,n-s---fn1-,coronari,coronaria
44548,d0820,deponto,v,0,v1spia--1-,depont depontau depontat,deponto
44580,d9556,dissensus,n,0,n-s---mn4-,dissens,dissensus
44526,e0316,eleuo,v,0,v1spia--1-,eleu eleuau eleuat,eleuo
44591,h0672,hyalus,n,0,n-s---mn2-,hyal,hyalus
44550,h0315,hypogeus,a,0,aps---mn1-,hypoge hypoge hypoge,hypogeus
44565,p1896,philargyria,n,0,n-s---fn1-,philargyri,philargyria
44539,p2212,placatio,n,0,n-s---fn3-,placation,placatio
44516,p3814,prohinc,r,0,rp--------,,prohinc
44515,r1354,responsito,v,0,v1spia--1-,responsit responsitau responsitat,responsito
44569,r1497,runcino,v,0,v1spia--1-,runcin runcinau runcinat,runcino
44576,s1788,sirus,n,0,n-s---mn2-,sir,sirus
44567,s2918,subiunctiuus,a,0,aps---mn1-,su su su,subiunctiuus
44573,t0963,tramen,n,0,n-s---nn3-,tramin,tramen
44575,u0619,uictoriosus,a,0,aps---mn1-,uictorios uictorios uictorios,uictoriosus
44547,u0631,uiduo,v,0,v1spia--1-,uidu uiduau uiduat,uiduo
44564,a0408,acquisitio,n,0,n-s---fn3-,acquisition,acquisitio
44616,44616,adparatus,a,0,aps---mn1-,adparat adparat adparat,adparatus
44623,44623,bapheum,n,0,n-s---nn2-,baphe,bapheum
44642,44642,caeremonia,n,0,n-s---fn1-,caeremoni,caeremonia
44656,44656,campigenus,n,0,n-s---mn2-,campigen,campigenus
44617,44617,chorographus,n,0,n-s---mn2-,chorograph,chorographus
44670,44670,clienta,n,0,n-s---fn4-,client,clienta
44649,44649,collyriolum,n,0,n-s---nn2-,collyriol,collyriolum
44648,44648,conia,n,0,n-s---fn1-,coni,conia
44655,44655,conrector,n,0,n-s---mn3-,conrector,conrector
44662,44662,continue,r,0,rp--------,,continue
27497,s3276,succido,v,1,v1spia--3-,succid succid -,succĭdo
44600,44600,coronatus,a,0,aps---mn1-,coronat coronat coronat,coronatus
44666,a0656,admissura,n,0,n-s---fn1-,admissur,admissura
44640,44640,cosmeta,n,0,n-s---mn1-,cosmet,cosmeta
44610,a0704,adnego,v,0,v1spia--1-,adneg adnegau adnegat,adnego
44672,44672,cubatio,a,0,aps---mn1-,cubation cubation cubation,cubatio
44673,44673,cyprus,a,0,aps---mn1-,cypr cypr cypr,cyprus
44624,44624,delinguo,v,0,v1spia--3-,delingu - -,delinguo
44612,44612,demensus,a,0,aps---mn1-,dement dement dement,demensus
44599,44599,digressiuus,a,0,aps---mn1-,digressiu digressiu digressiu,digressiuus
44628,44628,genesta,n,0,n-s---fn1-,genest,genesta
44678,44678,hydolum,n,0,n-s---nn2-,hydol,hydolum
44596,44596,inreuerentia,n,0,n-s---fn1-,inreuerenti,inreuerentia
44654,44654,plicatus,a,0,aps---mn1-,plicat plicat plicat,plicatus
44636,44636,releuium,n,0,n-s---nn2-,releui,releuium
44602,44602,scarpus,n,0,n-s---mn2-,scarp,scarpus
44615,l1172,lumbricus,a,0,aps---mn2-,lumbric lumbric lumbric,lumbricus
44604,44604,addictus,a,0,aps---mn1-,addict addict addict,addictus
44671,44671,acatalepsia,n,0,n-s---fn1-,acatalepsi,acatalepsia
44653,a1116,affrico,v,0,v1spia--1-,affric affricu affrict,affrico
44677,a3225,asterias,n,0,n-s---mn1g,asteri,asterias
44627,a3660,axulus,n,0,n-s---mn2-,axul,axulus
44638,c0390,candidatio,n,0,n-s---fn3-,candidation,candidatio
44658,c0583,captor,n,0,n-s---mn3-,captor,captor
44594,c1620,cimelium,n,0,n-s---nn2-,cimeli,cimelium
44618,c2352,coix,n,0,n-s---fn3-,coic,coix
44646,c4029,coriago,n,0,n-s---fn3-,coriagin,coriago
44597,c4782,cycneus,a,0,aps---mn1-,cycn cycn cycn,cycneus
44622,c4800,cymbalistria,n,0,n-s---fn1-,cymbalistri,cymbalistria
44631,d1333,dicatio,n,0,n-s---fn3-,dication,dicatio
44603,e1188,exaequo,v,0,v1spia--1-,exaequ exaequau exaequat,exaequo
44611,g0253,gerundium,n,0,n-s---nn2-,gerundi,gerundium
44634,i0051,ibidem,r,0,rp--------,,ibidem
44619,44619,uolticulus,a,0,aps---mn2-,uolticul uolticul uolticul,uolticulus
44601,m0796,meretricium,n,0,n-s---nn2-,meretrici,meretricium
44626,m1013,mimula,n,0,n-s---fn1-,mimul,mimula
44669,o0026,obdormio,v,0,v1spia--4-,obdorm obdormiu obdormit,obdormio
44668,o0344,obuenio,v,0,v1spia--4-,obuen obuen obuent,obuenio
44606,p1706,peruarie,r,0,rp--------,adleuator,peruarie
44595,p4464,pullus,n,0,n-s---mn2-,pull,pullus
44643,q0291,quippini,r,0,rp--------,,quippini
44633,s3438,sumen,n,0,n-s---nn3-,sumin,sumen
44632,t1236,triduum,n,0,n-s---nn2-,tridu,triduum
44647,t1257,trifolium,n,0,n-s---nn2-,terti tern ter,trifolium
44630,u0102,uapulo,v,0,v1spia--1-,uapul uapulau uapulat,uapulo
44665,u9576,uicanus,a,0,aps---mn1-,uican uican uican,uicanus
44703,44703,chrysendetum,n,0,n-s---nn2-,chrysendet,chrysendetum
44710,m0723,mendicus,a,1,aps---mn1-,mendic mendic mendic,mendicus
44691,l9890,laniatus,n,0,n-s---mn4-,laniat,laniatus
44683,44683,altrimsecus,r,0,rp--------,,altrimsecus
44712,44712,arhythmus,a,0,aps---mn1-,arhythm arhythm arhythm,arhythmus
44716,44716,buccinator,n,0,n-s---mn3-,buccinator,buccinator
44732,44732,carenaria,n,0,n-s---fn1-,carenari,carenaria
44751,44751,censualis,n,0,nps---mn3-,censual,censualis
44749,a1028,aestiuo,v,0,v1spia--1-,aestiu aestiuau aestiuat,aestiuo
44695,44695,chalybaeus,n,0,n-s---mn2-,articulari,chalybaeus
44680,t0165,taxatio,n,0,n-s---fn3-,tax,taxatio
44688,44688,circumspecte,r,0,rp--------,circumspectius circumspectissime,circumspecte
44697,44697,intubus,n,0,n-s---mn2-,intub,intubus
44735,a2472,apparitorius,a,0,aps---mn1-,apparitori apparitori apparitori,apparitorius
44739,44739,conclusiue,r,0,rp--------,,conclusiue
44686,44686,criminalitas,n,0,n-s---fn3-,criminalitat,criminalitas
44702,44702,cupedium,n,0,n-s---nn2-,cupedi,cupedium
44745,44745,deputatus,n,0,n-s---mn4-,deputat,deputatus
44684,n9090,nauia,n,0,n-s---fn1-,naui,nauia
44699,44699,diaconissatus,n,0,n-s---mn4-,diaconissat,diaconissatus
44731,44731,dissimiliter,r,0,rp--------,ter triu trit,dissimiliter
44700,44700,dulcidine,r,0,rp--------,,dulcidine
44705,44705,formonse,r,0,rp--------,formonsius formonsissime,formonse
44755,44755,improportionabilit,r,0,rp--------,,improportionabilit
44744,44744,inaquosum,n,0,n-s---nn2-,inaquos,inaquosum
138898,s3587,superincido,v,0,v1spia--3-,superincid - -,superincido
44714,44714,inmensus,a,0,aps---mn1-,inmens inmens inmens,inmensus
44734,44734,introrsus,n,0,n-s---mn2-,intrors,introrsus
44696,44696,intrudo,v,0,v1spia--3-,intr intrau intrat,intrudo
44720,a6325,attacus,n,0,n-s---mn2-,attac,attacus
44753,44753,nequedum,r,0,rp--------,,nequedum
44692,44692,patrius,n,0,n-s---mn2-,patri,patrius
44721,l1070,lucanica,n,1,n-s---fn1-,lucanic,lucanica
44724,b0105,baptes,n,0,n-s---mn1g,bapt,baptes
44681,44681,psychomanteum,n,0,n-s---nn2-,psychomante,psychomanteum
44199,s3829,surena,n,0,n-s---fn1-,suren,surena
44709,44709,quodam,r,0,rp--------,,quodam
44708,44708,quoias,a,0,aps---an3-,- - -,quoias
44707,44707,uoluntarius,n,0,n-s---mn2-,uoluntari,uoluntarius
44689,44689,adgestio,n,0,n-s---fn3-,adgestion,adgestio
44728,c0309,camararius,a,0,aps---mn1-,camarari camarari camarari,camararius
44704,c9916,campanus,a,0,aps---mn1-,campan campan campan,campanus
44738,c3178,condoleo,v,0,v1spia--2-,condol condolu condolit,condoleo
44754,c3545,consistorium,n,0,n-s---nn2-,consistori,consistorium
44715,c4687,curionus,n,0,n-s---mn2-,curion,curionus
44743,d0585,delitisco,v,0,v1spia--3-,delitisc delitu -,delitisco
113782,i1180,indagabilis,a,0,aps---cn3i,indagabil indagabil indagabil,indagabilis
44729,44729,praedatitius,a,0,aps---mn2-,praedatiti praedatiti praedatiti,praedatitius
44685,p0228,panifex,n,0,n-s---mn3-,panific,panifex
44717,p1460,perpendo,v,0,v1spia--3-,perpend perpend perpens,perpendo
44722,r1112,refert,v,0,v1spia--2-,refer retul relat,refert
44690,r1325,rescribo,v,0,v1spia--3-,rescrib rescrips rescript,rescribo
44750,u0623,uiculus,n,0,n-s---mn2-,uicul,uiculus
44706,a0247,accenseo,v,0,v1spia--2-,accens accensu accens,accenseo
44814,44814,adparator,n,0,n-s---mn3-,adparator,adparator
44793,44793,alia,r,0,rp--------,,alia
44760,44760,aliouorsum,r,0,rp--------,,aliouorsum
44843,44843,altispex,n,0,n-s---mn3-,altispic,altispex
44812,44812,archielectus,n,0,n-s---mn4-,archielect,archielectus
44825,44825,cerimonia,n,0,n-s---fn1-,cerimoni,cerimonia
44765,44765,conbustura,n,0,n-s---fn1-,conbustur,conbustura
44791,44791,cornucopia,n,0,n-s---fn1-,cornucopi,cornucopia
44830,44830,decidiculum,n,0,n-s---nn2-,decidicul,decidiculum
44824,44824,explicite,r,0,rp--------,,explicite
44803,44803,fellato,v,0,v1spia--1-,fellat fellatau fellatat,fellato
44780,44780,formidolose,r,0,rp--------,formidolosius formidolosissime,formidolose
44837,44837,hecatolitrum,n,0,n-s---nn2-,hecatolitr,hecatolitrum
44756,44756,hedychrum,n,0,n-s---nn2-,hedychr,hedychrum
44826,a1207,agnus,n,0,n-s---mn2-,agnu,agnus
44822,44822,independenter,r,0,rp--------,,independenter
44786,44786,irregularitas,n,0,n-s---fn3-,irregularitat,irregularitas
44799,44799,liberaliter,r,0,rp--------,,liberaliter
44805,a9132,abra,n,0,n-s---fn1-,abr,abra
44784,44784,mastichum,n,0,n-s---nn2-,mastich,mastichum
44818,44818,nausia,n,0,n-s---fn1-,nausi,nausia
44767,44767,progagus,n,0,n-s---mn2-,progag,progagus
44777,44777,succeptor,n,0,n-s---mn3-,succeptor,succeptor
44806,44806,uenucula,n,0,n-s---fn1-,uenucul,uenucula
31760,t0451,testu,n,0,n-s---nn4-,test,testu
44802,a1597,amatorculus,n,0,n-s---mn2-,amatorcul,amatorculus
44762,a2782,argemon,n,0,n-s---nn2g,argemon,argemon
44771,a2784,argemonia,n,0,n-s---fn1-,argemoni,argemonia
44835,b0805,bucinus,n,0,n-s---mn2-,bucin,bucinus
44808,c0163,calamistratus,a,0,aps---mn1-,calamistrat calamistrat calamistrat,calamistratus
44834,c0266,callithrix,n,0,n-s---fn3-,callitrich,callithrix
44795,c0820,catagraphus,a,0,aps---mn1-,catagraph catagraph catagraph,catagraphus
44817,c0971,caulator,n,0,n-s---mn3-,caulator,caulator
44797,c2213,coagmentum,n,0,n-s---nn2-,coagment,coagmentum
44813,c6511,consentium,n,0,n-s---nn2-,consenti,consentium
44776,c3899,conuexo,v,0,v1spia--1-,conuex conuexau conuexat,conuexo
44774,c4754,custodiarium,n,0,n-s---nn2-,custodiari,custodiarium
44792,d0395,defluxio,n,0,n-s---fn3-,defluxion,defluxio
44764,d2200,doto,v,0,v1spia--1-,dot dotau dotat,doto
44820,g0592,grauido,v,0,v1spia--1-,grauid - grauidat,grauido
44831,i1297,indiscretim,r,0,rp--------,,indiscretim
44816,i2244,intemptatus,a,0,aps---mn1-,intemptat intemptat intemptat,intemptatus
44823,l0331,lassesco,v,0,v1spia--3-,lassesc lassescau lassescat,lassesco
44775,l0852,linteo,n,0,n-s---mn3-,linteon,linteo
44773,m0099,malleolus,n,0,n-s---mn2-,malleol,malleolus
44787,o0869,oppidum,n,0,n-s---nn2-,oppid,oppidum
44759,p0656,peccatorius,a,0,aps---mn1-,peccatori peccatori peccatori,peccatorius
44839,p2079,pinaster,n,0,n-s---mn2r,pinastr,pinaster
44794,q0049,quadriiugus,a,0,aps---mn1-,quadr quadr quadr,quadriiugus
44819,t0925,traditor,n,0,n-s---mn3-,terti tern ter,traditor
44841,t1870,tyrannicus,a,0,aps---mn1-,tyrannic tyrannic tyrannic,tyrannicus
44770,u0857,uitigenus,a,0,aps---mn1-,uitigen uitigen uitigen,uitigenus
44836,u0993,umidum,n,0,n-s---nn2-,umid,umidum
44785,a0274,accio,v,0,v1spia--4-,acci acciu accit,accio
44889,44889,circumscriptorie,r,0,rp--------,,circumscriptorie
44893,44893,connatus,a,0,aps---mn1-,connat connat connat,connatus
44916,44916,conpingo,v,0,v1spia--3-,conping conpinx conpict,conpingo
44856,44856,conprobatio,n,0,n-s---fn3-,conprobation,conprobatio
44844,44844,decimum,r,0,rp--------,,decimum
44863,44863,abdicatiue,r,0,rp--------,,abdicatiue
44850,c4856,cytisus,n,0,n-s---cn2-,cytis,cytisus
44859,44859,diocesanus,a,0,aps---mn1-,diocesan diocesan diocesan,diocesanus
44900,44900,acere,a,0,aps---an3-,acr acr acr,acere
44898,44898,exequiale,n,0,n-s---nn3-,exequial,exequiale
44884,44884,exquisitus,a,0,aps---mn1-,tentation tentation tentation,exquisitus
44913,44913,fimus,n,0,n-s---mn2-,fim,fimus
44868,a3670,aquaeductus,n,0,n-s---mn4-,aquaeduct,aquaeductus
44846,44846,hisopus,n,0,n-s---mn2-,hisop,hisopus
44881,44881,impunite,r,0,rp--------,,impunite
44871,44871,kalator,n,0,n-s---mn3-,kalator,kalator
44909,44909,mediocriter,r,0,rp--------,mediocrius mediocrissime,mediocriter
44892,44892,microbium,n,0,n-s---nn2-,microbi,microbium
44902,44902,oblatrix,n,0,n-s---fn3-,oblatric,oblatrix
44914,a2886,armisonus,a,0,aps---mn1-,armison armison armison,armisonus
44867,44867,rectificatio,n,0,n-s---fn3-,rectification,rectificatio
44885,44885,redactor,n,0,n-s---mn3-,redactor,redactor
44877,44877,retrospectiuus,a,0,aps---mn1-,retrospectiu retrospectiu retrospectiu,retrospectiuus
44907,b0423,bisellium,n,0,n-s---nn2-,biselli,bisellium
44891,c0519,cardiacus,a,0,aps---mn1-,cardiac cardiac cardiac,cardiacus
44860,44860,rigide,r,0,rp--------,diocesan,rigide
44847,44847,saccharatus,a,0,aps---mn1-,saccharat saccharat saccharat,saccharatus
44917,44917,surpiculus,n,0,n-s---mn2-,surpicul,surpiculus
44899,44899,syrtis,n,0,n-s---fn3-,syrt,syrtis
44874,44874,taxiraeda,n,0,n-s---fn1-,taxiraed,taxiraeda
44883,44883,tentatio,n,0,n-s---fn3-,tentation,tentatio
44864,c1144,centinodius,a,0,aps---mn1-,centinodi centinodi centinodi,centinodius
55712,55712,tincta,n,0,n-s---fn1-,tinct,tincta
44906,c3731,contessero,v,0,v1spia--1-,contesser contesserau contesserat,contessero
44869,d0974,desiduo,r,0,rp--------,,desiduo
44852,d1376,diecula,n,0,n-s---fn1-,diecul,diecula
44882,d2137,domesticatus,n,0,n-s---mn4-,domesticat,domesticatus
44861,e0101,edormisco,v,0,v1spia--3-,edormisc - -,edormisco
44851,e0272,electarium,n,0,n-s---nn2-,electari,electarium
44865,f1158,funale,n,0,n-s---nn3-,funal,funale
44873,g0422,glubo,v,0,v1spia--3-,glub - -,glubo
44896,i1357,inductorius,a,0,aps---mn1-,inductori inductori inductori,inductorius
44911,i9873,infectus,n,0,n-s---mn4-,infect,infectus
44857,i2095,inspico,v,0,v1spia--1-,inspic inspicau inspicat,inspico
44912,l0048,laceratio,n,0,n-s---fn3-,laceration,laceratio
44895,p0588,patrius,a,0,aps---mn1-,patri patri patri,patrius
44879,p1315,perlito,v,0,v1spia--1-,perlit perlitau perlitat,perlito
44890,p3043,praehibeo,v,0,v1spia--2-,praehib praehibu praehibit,praehibeo
44858,p4279,psecas,n,0,n-s---fn3-,psecad,psecas
44894,q0097,quaesitio,n,0,n-s---fn3-,quaesition,quaesitio
44905,r0372,remigium,n,0,n-s---nn2-,remigi,remigium
44886,t0318,tepidarium,n,0,n-s---nn2-,tepidari,tepidarium
44872,a8929,altum,n,0,n-s---nn2-,alt,altum
44974,44974,sanctius,n,0,n-s---mn2-,sancti,sanctius
44920,44920,anaesthesia,n,0,n-s---fn1-,anaesthesi,anaesthesia
44927,44927,apricus,n,0,n-s---mn2-,apric,apricus
44980,44980,arenaceus,a,0,aps---mn1-,aren aren aren,arenaceus
44961,44961,bombycinum,n,0,n-s---nn2-,bombycin,bombycinum
44958,44958,clauularius,a,0,aps---mn1-,clauulari clauulari clauulari,clauularius
27969,u0021,uado,v,1,v1spia--3-,uad - -,uado
44981,44981,coadiuto,v,0,v1spia--1-,coadiut coadiutau coadiutat,coadiuto
44971,44971,conlaudabilis,a,0,aps---cn3-,conlaudabil conlaudabil conlaudabil,conlaudabilis
44986,44986,dentarpaga,n,0,n-s---fn1-,dentarpag,dentarpaga
44924,44924,derectus,n,0,n-s---mn4-,derect,derectus
44975,44975,derigo,v,0,v1spia--3-,derig - -,derigo
44939,a2348,apiacius,a,0,aps---mn1-,apiaci apiaci apiaci,apiacius
44963,44963,dialecticos,a,0,aps----n3-,dialectic dialectic dialectic,dialecticos
44932,44932,dodecaedrum,n,0,n-s---nn2-,dodecaedr,dodecaedrum
44968,a2661,arborarius,a,0,aps---mn1-,arborari arborari arborari,arborarius
44929,44929,elata,n,0,n-s---fn1-,elat,elata
44987,44987,emendatus,a,0,aps---mn1-,dentarpag dentarpag dentarpag,emendatus
44984,44984,executo,v,0,v1spia--1-,execut execu execut,executo
44972,44972,expurgatus,a,0,aps---mn1-,expurgat expurgat expurgat,expurgatus
44934,44934,extimum,n,0,n-s---nn2-,extim,extimum
44989,44989,indecenter,r,0,rp--------,,indecenter
44937,44937,limonata,n,0,n-s---fn1-,limonat,limonata
44965,44965,luculenus,a,0,aps---mn1-,luculen luculen luculen,luculenus
44950,44950,maior,n,0,n-s---mn3-,congru,maior
44960,44960,praesente,n,0,n-s---nn3-,praesent,praesente
44922,44922,puteulanus,a,0,aps---mn1-,puteulan puteulan puteulan,puteulanus
44979,44979,quadringenties,r,0,rp--------,quadringentesim quadringen quadringent,quadringenties
44962,44962,qualiter,r,0,rp--------,qual,qualiter
44930,44930,sapineus,a,0,aps---mn1-,sapine sapine sapine,sapineus
44957,44957,scholastica,n,0,n-s---fn1-,scholastic,scholastica
44970,44970,succinum,n,0,n-s---nn2-,succin,succinum
44988,b0593,brachypota,n,0,n-s---mn1-,brachypot,brachypota
44959,44959,sulphureus,a,0,aps---mn1-,sulphure sulphure sulphure,sulphureus
44982,44982,tenere,r,0,rp--------,ten tenu tent,tenere
44946,44946,uigorosus,a,0,aps---mn1-,uigoros uigoros uigoros,uigorosus
44933,44933,amplexo,v,0,v1spia--1-,amplex - amplexat,amplexo
44953,44953,amussito,v,0,v1spia--1-,amussit amussitau amussitat,amussito
44977,c2097,commiseresco,v,0,v1spia--3-,commiseresc - -,commiseresco
44942,c2847,complaceo,v,0,v1spia--2-,complac complacu complacit,complaceo
44969,c3317,confrigo,v,0,v1spia--3-,confrig confrix confrict,confrigo
44949,c3401,congruus,a,0,aps---mn1-,congru congru congru,congruus
44928,i9035,ianus,n,0,n-s---mn2-,ian,ianus
44976,i0266,illuminator,n,0,n-s---mn3-,illuminator,illuminator
44948,i3044,iungo,v,0,v1spia--3-,iung iunx iunct,iungo
44938,l9911,lutus,n,0,n-s---mn2-,lut,lutus
44967,n0118,nauseola,n,0,n-s---fn1-,nauseol,nauseola
44926,p2273,planum,n,0,n-s---nn2-,plan,planum
44993,p2579,popina,n,0,n-s---fn1-,popin,popina
44941,p2918,praediator,n,0,n-s---mn3-,praediator,praediator
