,praesignis,a,aps---cn3i,praesign praesign praesign,praesignis,0
40275,d0497,deiudico,v,v1spia--1-,d ded dat,deiudico,0
100664,s2201,spinus,n,n-s---fn2-,spin,spinus,1
100604,100604,sicuti,r,rp--------,,sicuti,0
100606,100606,signatus,a,aps---mn1-,signat signat signat,signatus,0
100611,100611,siluestris,a,aps---cn3i,siluestr siluestr siluestr,siluestris,0
100612,100612,siluicola,n,n-s---fn1-,siluicol,siluicola,0
100618,100618,singuli,a,app---mn1-,singul singul singul,singuli,0
100622,100622,sirpicus,n,n-s---mn2-,sirpic,sirpicus,0
100625,100625,situs,a,aps---mn1-,sit sit sit,situs,0
100633,100633,solemnis,a,aps---cn3i,solemn solemn solemn,solemnis,0
100634,100634,solens,a,aps---an3i,solent solent solent,solens,0
100636,100636,solito,r,rp--------,,solito,0
100640,100640,solutum,n,n-s---nn2-,solut,solutum,0
100602,s1554,sibus,a,aps---mn1-,sib sib sib,sibus,0
100642,100642,sonans,a,aps---an3i,sonant sonant sonant,sonans,0
100607,s1639,siler,n,n-s---nn3-,siler,siler,0
100649,100649,sortio,v,v1spia--4-,sort sortiu sortit,sortio,0
100651,100651,spaerita,n,n-s---fn1-,spaerit,spaerita,0
100652,100652,sparsus,a,aps---mn1-,spars spars spars,sparsus,0
100653,100653,sparton,n,n-s---nn2-,spart,sparton,0
100662,100662,speratus,a,aps---mn1-,sperat sperat sperat,speratus,0
100730,100730,subeundus,a,aps---mn1-,subeund subeund subeund,subeundus,0
100613,s1685,similis,a,aps---cn3i,simil simil simil,similis,0
100600,100600,sibila,n,n-p---nn2-,sibil,sibila,0
100659,DD926,specularia,n,n-p---nn3i,specular,specularia,1
100609,s1662,siluaticus,a,aps---mn1-,siluatic siluatic siluatic,siluaticus,0
100610,s1663,siluesco,v,v1spia--3-,,siluesco,0
100614,s1698,simplex,a,aps---an3-,simplic simplic simplic,simplex,0
100617,s0280,singula,n,n-s---fn1-,singul,singula,0
100616,s1742,singularis,a,aps---cn3i,singular singular singular,singularis,0
100619,s1752,sinisteritas,n,n-s---fn3-,sinisteritat,sinisteritas,0
100620,s1751,sinistrum,n,n-s---nn2-,sinistr,sinistrum,0
100621,s1786,sirpicium,n,n-s---nn2-,sirpici,sirpicium,0
100623,s1801,siticen,n,n-s---mn3-,siticin,siticen,0
100624,s0413,situlus,n,n-s---mn2-,situl,situlus,0
100626,s1827,smyrna,n,n-s---fn1-,smyrn,smyrna,0
100628,s1845,sociabilis,a,aps---cn3i,sociabil sociabil sociabil,sociabilis,0
100629,s1847,socialitas,n,n-s---fn3-,socialitat,socialitas,0
100630,s1844,socius,a,aps---mn1-,soci soci soci,socius,0
100631,s1863,sodalis,a,aps---cn3i,sodal sodal sodal,sodalis,0
100632,s1884,soldurii,n,n-p---mn2-,solduri,soldurii,0
100635,s1902,solifer,a,aps---mn1r,solifer solifer solifer,solifer,0
100637,s1923,sollers,a,aps---cn3i,sollert sollert sollert,sollers,0
100638,s1932,solo,v,v1spia--1-,sol solau solat,solo,0
100643,s1969,sonax,a,aps---an3i,sonac sonac sonac,sonax,0
100645,s2000,sorbilis,a,aps---cn3i,sorbil sorbil sorbil,sorbilis,0
100646,s2007,sorbus,n,n-s---fn2-,sorb,sorbus,0
100647,s2021,sorites,n,n-s---mn1g,sorit,sorites,0
100650,s2053,spadix,n,n-s---cn3-,spadic,spadix,0
100654,s2074,sparulus,n,n-s---mn2-,sparul,sparulus,0
100655,s2080,spatalocinaedus,n,n-s---mn2-,spatalocinaed,spatalocinaedus,0
100656,s2085,spatiator,n,n-s---mn3-,spatiator,spatiator,0
100657,s2093,specialis,a,aps---cn3i,special special special,specialis,0
100661,s2124,specular,n,n-s---nn3i,specular,specular,0
100660,s2124,specularis,a,aps---cn3i,specular specular specular,specularis,0
100663,s2179,spicifer,a,aps---mn1r,spicifer spicifer spicifer,spicifer,0
40257,d1171,deuius,a,aps---mn1-,deui deui deui,deuius,0
40271,d1670,directorium,n,n-s---nn2-,directori,directorium,0
100668,100668,splendens,a,aps---an3i,splendent splendent splendent,splendens,0
100683,100683,stagnans,a,aps---an3i,stagnant stagnant stagnant,stagnans,0
100688,100688,status,a,aps---mn1-,stat stat stat,status,0
100689,100689,stercerarius,a,aps---mn1-,stercerari stercerari stercerari,stercerarius,0
100698,100698,stipatus,a,aps---mn1-,stipat stipat stipat,stipatus,0
100699,100699,stipendiarii,n,n-p---mn2-,stipendiari,stipendiarii,0
100701,100701,stolatae,n,n-p---fn1-,stolat,stolatae,0
100704,100704,strabonus,a,aps---mn1-,strabon strabon strabon,strabonus,0
100713,100713,stultus,n,n-s---mn2-,stult,stultus,0
100721,100721,subauratus,a,aps---mn1-,subaurat subaurat subaurat,subauratus,0
100723,100723,subcerno,v,v1spia--3-,subcern subcreu subcret,subcerno,0
100724,100724,subcubo,v,v1spia--1-,subcub subcubu subcubit,subcubo,0
100686,100686,statiua,n,n-p---nn2-,statiu,statiua,0
100708,s2585,strepito,v,v1spia--1-,strepit strepitau strepitat,strepito,0
100716,s2713,suasus,n,n-s---mn4-,suas,suasus,0
100669,s2230,splendico,v,v1spia--1-,splendic splendicau splendicat,splendico,0
100670,s2232,splendidus,a,aps---mn1-,splendid splendid splendid,splendidus,0
100671,s2244,splenium,n,n-s---nn2-,spleni,splenium,0
100673,s2248,spoliarium,n,n-s---nn2-,spoliari,spoliarium,0
100675,s2273,sponsalia,n,n-p---nn3i,sponsal,sponsalia,0
100676,s1010,sponsalis,a,aps---cn3i,sponsal sponsal sponsal,sponsalis,0
100678,s9942,sponsum,n,n-s---nn2-,spons,sponsum,0
100679,s2292,spumesco,v,v1spia--3-,spumesc - -,spumesco,0
100680,s9961,sputus,n,n-s---mn4-,sput,sputus,0
100681,s2328,squamifer,a,aps---mn1r,squamifer squamifer squamifer,squamifer,0
100682,s2343,stabilitor,n,n-s---mn3-,stabilitor,stabilitor,0
100684,s2372,staminatus,a,aps---mn1-,staminat staminat staminat,staminatus,0
100685,s2389,staticulus,n,n-s---mn2-,staticul,staticulus,0
100687,s2404,statunculum,n,n-s---nn2-,statuncul,statunculum,0
100690,s2439,stercero,v,v1spia--1-,stercer stercerau stercerat,stercero,0
100692,s2440,stercorosus,a,aps---mn1-,stercoros stercoros stercoros,stercorosus,0
100693,s2442,stercus,n,n-s---nn3-,stercor,stercus,0
100694,s2449,sterilis,a,aps---cn3i,steril steril steril,sterilis,0
100695,s2449,sterilus,a,aps---mn1-,steril steril steril,sterilus,0
100696,s2451,sternax,a,aps---an3i,sternac sternac sternac,sternax,0
100697,s2479,stilo,v,v1spia--1-,stil stilau stilat,stilo,0
100702,s2535,stomachicus,n,n-s---mn2-,stomachic,stomachicus,0
100703,s2547,strabo,n,n-s---mn3-,strabon,strabo,0
100705,s2551,stragula,n,n-s---fn1-,stragul,stragula,0
100706,s2554,stramentarius,a,aps---mn1-,stramentari stramentari stramentari,stramentarius,0
100709,s2595,strictiuus,a,aps---mn1-,strictiu strictiu strictiu,strictiuus,0
100710,s2596,strictor,n,n-s---mn3-,strictor,strictor,0
100711,s2604,strigilis,n,n-s---fn3i,strigil,strigilis,0
100714,s2668,stupeo,v,v1spia--2-,stup stupu -,stupeo,0
100715,s2677,stuprator,n,n-s---mn3-,stuprator,stuprator,0
100717,s2708,suauiloquens,a,aps---an3i,suauiloquent suauiloquent suauiloquent,suauiloquens,0
100718,s2715,suauisauiatio,n,n-s---fn3-,suauisauiation,suauisauiatio,0
100719,s2732,subaeratus,a,aps---mn1-,subaerat subaerat subaerat,subaeratus,0
100720,s2740,subalbus,a,aps---mn1-,subalb subalb subalb,subalbus,0
100725,s2808,subdeficio,v,v1spia--3i,subdefic - -,subdeficio,0
100727,s2833,subdolus,a,aps---mn1-,subdol subdol subdol,subdolus,0
40318,h0428,hippopotamus,n,n-s---mn2-,hippopotam,hippopotamus,0
100736,100736,subiectus,n,n-s---mn2-,subiect,subiectus,0
100737,100737,subiicio,v,v1spia--3i,subiic - -,subiicio,0
100733,100733,subitum,n,n-s---nn2-,subit,subitum,0
100739,100739,sublime,n,n-s---nn3i,sublim,sublime,0
100740,100740,sublimiter,r,rp--------,,sublimiter,0
100752,100752,substrepens,a,aps---an3i,substrepent substrepent substrepent,substrepens,0
100757,100757,suburbani,n,n-p---mn2-,suburban,suburbani,0
100758,100758,succenseo,v,v1spia--2-,succens succensu succens,succenseo,0
100761,100761,succinctus,a,aps---mn1-,succinct succinct succinct,succinctus,0
100783,100783,Supera,n,n-p---nn2-,Super,Supera,0
100767,100767,sudum,n,n-s---nn2-,sud,sudum,0
100766,,sudis,n,n-s---fn3i,sud,sudis,0
100769,100769,sufflatus,a,aps---mn1-,sufflat sufflat sufflat,sufflatus,0
100774,100774,summano,v,v1spia--1-,summan summanau summanat,summano,0
100777,100777,summum,r,rp--------,,summum,0
100778,100778,sumptuosius,r,rp--------,,sumptuosius,0
100779,100779,supellecticarius,a,aps---mn1-,supellecticari supellecticari supellecticari,supellecticarius,0
100780,100780,supellectilis,n,n-s---fn3i,supellectil,supellectilis,0
100784,100784,superans,a,aps---an3i,superant superant superant,superans,0
100791,100791,superurgens,a,aps---an3i,superurgent superurgent superurgent,superurgens,0
100794,100794,supine,r,rp--------,,supine,0
100762,s9976,succussus,n,n-s---mn4-,succuss,succussus,0
100731,s2879,subigitatio,n,n-s---fn3-,subigitation,subigitatio,0
100738,s2913,subiugius,a,aps---mn1-,subiugi subiugi subiugi,subiugius,0
100741,s2958,sublustris,a,aps---cn3i,sublustr sublustr sublustr,sublustris,0
100742,s2975,subministrator,n,n-s---mn3-,subministrator,subministrator,0
100744,s3017,subolfacio,v,v1spia--3i,subolfac - -,subolfacio,0
100745,s3042,subrado,v,v1spia--3-,subrad subras subras,subrado,0
100748,s3116,subsessor,n,n-s---mn3-,subsessor,subsessor,0
100749,$0215,subsideo,v,v1spia--2-,subsid - -,subsideo,0
100751,s3149,substillus,a,aps---mn1-,substill substill substill,substillus,0
100753,s3169,subtego,v,v1spia--3-,subteg subtex subtect,subtego,0
100754,s3173,subtendo,v,v1spia--3-,subtend subtend subtent,subtendo,0
100756,s3212,subtilis,a,aps---cn3i,subtil subtil subtil,subtilis,0
100759,s3274,succidaneus,a,aps---mn1-,succidane succidane succidane,succidaneus,0
100760,s3275,succidia,n,n-s---fn1-,succidi,succidia,0
100763,s3316,sucula,n,n-s---fn1-,sucul,sucula,0
100764,s3325,sudatio,n,n-s---fn3-,sudation,sudatio,0
100765,s3327,sudatorium,n,n-s---nn2-,sudatori,sudatorium,0
100770,s3371,suffossio,n,n-s---fn3-,suffossion,suffossio,0
100771,s3385,suffringo,v,v1spia--3-,suffring suffreg suffract,suffringo,0
100772,s3399,suffusio,n,n-s---fn3-,suffusion,suffusio,0
100773,s9979,suggestum,n,n-s---nn2-,suggest,suggestum,0
100775,s3442,summarium,n,n-s---nn2-,summari,summarium,0
100776,s3450,summula,n,n-s---fn1-,summul,summula,0
100782,s3464,superabilis,a,aps---cn3i,superabil superabil superabil,superabilis,0
100785,s3495,superbificus,a,aps---mn1-,superbific superbific superbific,superbificus,0
100786,s3514,supercurro,v,v1spia--3-,supercurr - -,supercurro,0
100793,s3734,superuolo,v,v1spia--1-,superuol superuolau superuolat,superuolo,0
100792,s3736,superurgeo,v,v1spia--2-,superurg - -,superurgeo,0
100795,s3740,supino,v,v1spia--1-,supin supinau supinat,supino,0
100797,s3753,suppetiae,n,n-p---fn1-,suppeti,suppetiae,0
114749,i2224,intellectibilis,a,aps---cn3i,intellectibil intellectibil intellectibil,intellectibilis,0
40269,i9864,incolatus,n,n-s---mn4-,incolat incolat incolat,incolatus,0
100812,s3921,symbola,n,n-s---fn1-,symbol,symbola,0
100817,t0028,tabularius,n,n-s---mn2-,tabulari,tabularius,0
100801,100801,surrigo,v,v1spia--3-,surrig subrex subrect,surrigo,0
100854,,terrenum,n,n-s---nn2-,terren,terrenum,0
100803,100803,susceptus,a,aps---mn1-,suscept suscept suscept,susceptus,0
100807,100807,suspico,v,v1spia--1-,suspic suspicau suspicat,suspico,0
100818,100818,tacitum,n,n-s---nn2-,tacit,tacitum,0
100823,100823,talis,a,aps---cn3i,tal tal tal,talis,0
100824,100824,tanquam,r,rp--------,,tanquam,0
100825,100825,tanto,r,rp--------,,tanto,0
100829,100829,tardipes,n,n-s---mn3-,tardiped,tardipes,0
100838,100838,tempestiuo,r,rp--------,,tempestiuo,0
100835,t0192,teges,n,n-s---fn3-,teget,teges,0
100839,100839,tenerasco,v,v1spia--3-,tenerasc - -,tenerasco,0
100840,100840,teneri,n,n-p---mn2-,tener,teneri,0
100841,100841,tenta,n,n-p---nn2-,tent,tenta,0
100844,100844,tenue,n,n-s---nn3i,tenu,tenue,0
100848,100848,tepide,r,rp--------,,tepide,0
100853,100853,terrena,n,n-p---nn2-,terren,terrena,0
100826,100826,tantumdem,r,rp--------,-,tantumdem,0
100859,100859,tertiani,n,n-p---mn2-,tertian,tertiani,0
100861,100861,tertiarium,n,n-s---nn2-,tertiari,tertiarium,0
100855,t0379,terrestris,a,aps---cn3i,terrestr terrestr terrestr,terrestris,0
100799,100799,suppostus,a,aps---mn1-,suppost suppost suppost,suppostus,0
100805,s3861,suspicax,a,aps---an3i,suspicac suspicac suspicac,suspicax,0
100806,s3863,suspicio,n,n-s---fn3-,suspicion,suspicio,0
100808,s1362,susurrus,a,aps---mn1-,susurr susurr susurr,susurrus,0
100809,s3888,sutilis,a,aps---cn3i,sutil sutil sutil,sutilis,0
100810,s3893,sutrinum,n,n-s---nn2-,sutrin,sutrinum,0
100813,s4009,syrma,n,n-s---fn1-,syrmat,syrma,0
100816,t0027,tabularis,a,aps---cn3i,tabular tabular tabular,tabularis,0
100819,t0039,tactilis,a,aps---cn3i,tactil tactil tactil,tactilis,0
100820,t0044,taedifer,a,aps---mn1r,taedifer taedifer taedifer,taedifer,0
100821,t0060,talaria,n,n-p---nn3i,talar,talaria,0
100822,t0060,talaris,a,aps---cn3i,talar talar talar,talaris,0
100827,t0109,tapetum,n,n-s---nn2-,tapet,tapetum,0
100828,t0117,tardesco,v,v1spia--3-,tardesc tardu -,tardesco,0
100830,t0135,tarpezita,n,n-s---mn1-,tarpezit,tarpezita,0
100832,t0161,taurulus,n,n-s---mn2-,taurul,taurulus,0
100833,t0183,tectarium,n,n-s---nn2-,tectari,tectarium,0
100834,t0189,tectorium,n,n-s---nn2-,tectori,tectorium,0
100837,t0244,tempestiuitas,n,n-s---fn3-,tempestiuitat,tempestiuitas,0
100842,t0305,tentigo,n,n-s---fn3-,tentigin,tentigo,0
100845,t0317,tenuis,a,aps---cn3i,tenu tenu tenu,tenuis,0
100846,t8313,tepefacto,v,v1spia--1-,tepefact tepefactau tepefactat,tepefacto,0
100847,t9314,tepesco,v,v1spia--3-,tepesc tepu -,tepesco,0
100850,t0333,terebra,n,n-s---fn1-,terebr,terebra,0
100851,t0354,termentum,n,n-s---nn2-,terment,termentum,0
100856,t0382,terribilis,a,aps---cn3i,terribil terribil terribil,terribilis,0
100857,t0403,terruncius,n,n-s---mn2-,terrunci,terruncius,0
100858,t0404,tertiadecimani,n,n-p---mn2-,tertiadeciman,tertiadecimani,0
100860,t0405,tertianus,a,aps---mn1-,tertian tertian tertian,tertianus,0
100862,t0413,tertius,a,aps---mn1-,terti terti terti,tertius,0
100863,t0414,terueneficus,n,n-s---mn2-,teruenefic,terueneficus,0
100864,t1502,testis,n,n-s---mn3i,test,testis,0
40291,l0785,limitrophus,a,aps---mn1-,limitroph limitroph limitroph,limitrophus,0
40306,l1032,longurius,n,n-s---mn2-,longuri,longurius,0
40300,m0700,memorator,n,n-s---mn3-,memorator,memorator,0
100867,100867,tetrastylon,n,n-s---nn2-,tetrastyl,tetrastylon,0
100868,100868,textile,n,n-s---nn3i,textil,textile,0
100872,100872,thensaurarius,a,aps---mn1-,thensaurari thensaurari thensaurari,thensaurarius,0
100874,100874,thesaurum,n,n-s---nn2-,thesaur,thesaurum,0
100879,100879,tiaras,n,n-s---fn1g,tiar,tiaras,0
100880,100880,timens,a,aps---an3i,timent timent timent,timens,0
100884,100884,togati,n,n-p---mn2-,togat,togati,0
100885,100885,tolerans,a,aps---an3i,tolerant tolerant tolerant,tolerans,0
100888,100888,tonans,a,aps---an3i,tonant tonant tonant,tonans,0
100889,100889,tonitralis,a,aps---cn3i,tonitral tonitral tonitral,tonitralis,0
100883,100883,Titus,n,n-s---mn2-,Tit,Titus,0
100866,100866,testu,n,n-s---n---,-,testu,0
100896,100896,tores,n,n-s---mn3i,tor,tores,0
100897,100897,torquis,n,n-s---mn3i,torqu,torquis,0
100898,100898,torrens,a,aps---an3i,torrent torrent torrent,torrens,0
100900,100900,torte,r,rp--------,,torte,0
100903,100903,tortus,a,aps---mn1-,tort tort tort,tortus,0
100906,100906,torua,r,rp--------,,torua,0
100909,100909,tot,r,rp--------,,tot,0
100907,100907,totidem,r,rp--------,,totidem,0
100908,100908,toties,r,rp--------,,toties,0
100910,100910,totum,n,n-s---nn2-,tot,totum,0
100916,100916,tragicus,n,n-s---mn2-,tragic,tragicus,0
100927,100927,transiicio,v,v1spia--3i,transiic transiec transiect,transiicio,0
100892,t0831,toral,n,n-s---nn3i,toral,toral,0
100875,t0597,theta,n,n-s---n---,-,theta,0
100929,t9929,transmissus,n,n-s---mn4-,transmiss,transmissus,0
100926,t9926,transgressus,n,n-s---mn4-,transgress,transgressus,0
100928,t1047,translego,v,v1spia--3-,transleg - -,translego,0
100873,t0578,thermae,n,n-p---fn1-,therm,thermae,0
100876,t0639,thymbra,n,n-s---fn1-,thymbr,thymbra,0
100877,t0661,thyrsides,n,n-s---mn1g,thyrsid,thyrsides,0
100881,t0738,tisanarium,n,n-s---nn2-,tisanari,tisanarium,0
100882,t0748,tittibilicium,n,n-s---nn2-,tittibilici,tittibilicium,0
100887,t0788,tomaculum,n,n-s---nn2-,tomacul,tomaculum,0
100890,t0811,tonsito,v,v1spia--1-,tonsit tonsitau tonsitat,tonsito,0
100891,t0816,tonstrinum,n,n-s---nn2-,tonstrin,tonstrinum,0
100894,t0833,torcular,n,n-s---nn3i,torcular,torcular,0
100893,t0834,torcularium,n,n-s---nn2-,torculari,torcularium,0
100895,t0836,torculum,n,n-s---nn2-,torcul,torculum,0
100899,t1498,torresco,v,v1spia--3-,,torresco,0
100902,t0873,tortiuus,a,aps---mn1-,tortiu tortiu tortiu,tortiuus,0
100904,t0880,torulus,n,n-s---mn2-,torul,torulus,0
100905,t0881,torus,a,aps---mn1-,tor tor tor,torus,0
100911,t0895,trabalis,a,aps---cn3i,trabal trabal trabal,trabalis,0
100912,t0900,trabecula,n,n-s---fn1-,trabecul,trabecula,0
100913,t0910,tractabilis,a,aps---cn3i,tractabil tractabil tractabil,tractabilis,0
100914,t0914,tractator,n,n-s---mn3-,tractator,tractator,0
100922,t0988,transcurro,v,v1spia--3-,transcurr transcucurr transcurs,transcurro,0
100923,t0994,transero,v,v1spia--3-,transer transeru transert,transero,0
100924,t1012,transformis,a,aps---cn3i,transform transform transform,transformis,0
100925,t1018,transfuga,n,n-s---mn1-,transfug,transfuga,0
119669,o0691,omentatus,a,aps---mn1-,omentat omentat omentat,omentatus,0
100932,100932,transsero,v,v1spia--3-,transser transseru transsert,transsero,0
40333,n0691,nutricatus,n,n-s---mn4-,nutricat,nutricatus,0
40428,a1418,allido,v,v1spia--3-,allid allis allis,allido,0
100942,t1158,tres,a,app---cn3i,tr tr tr,tres,1
100933,100933,transsilio,v,v1spia--4-,transsil transsilu -,transsilio,0
100934,100934,transuersum,n,n-s---nn2-,transuers,transuersum,0
100948,t1197,tricensimus,a,aps---mn1-,tricensim tricensim tricensim,tricensimus,0
100937,100937,trapetum,n,n-s---nn2-,trapet,trapetum,0
100940,100940,tremens,a,aps---an3i,trement trement trement,tremens,0
100941,100941,tremibundus,a,aps---mn1-,tremibund tremibund tremibund,tremibundus,0
100943,100943,tresuiri,n,n-p---mn2-,tresuir,tresuiri,0
100949,100949,tricenus,a,aps---mn1-,tricen tricen tricen,tricenus,0
100950,100950,tricesimus,a,aps---mn1-,tricesim tricesim tricesim,tricesimus,0
100951,100951,tricies,r,rp--------,,tricies,0
100953,100953,triclinia,n,n-s---fn1-,triclini,triclinia,0
100954,100954,tridens,n,n-s---mn3i,trident,tridens,0
100955,100955,triens,a,aps---an3i,trient trient trient,triens,0
100957,100957,trieterica,n,n-p---nn2-,trieteric,trieterica,0
100961,100961,trilix,a,aps---an3i,trilic trilic trilic,trilix,0
100963,100963,trimestris,a,aps---cn3i,trimestr trimestr trimestr,trimestris,0
100967,100967,triremis,n,n-s---fn3i,trirem,triremis,0
100968,100968,tris,r,rp--------,,tris,0
100969,100969,triste,n,n-s---nn3i,trist,triste,0
100971,100971,tristius,r,rp--------,,tristius,0
100973,100973,triumphalis,n,n-s---mn3i,triumphal,triumphalis,0
100976,100976,troclea,n,n-s---fn1-,trocle,troclea,0
100977,100977,tropica,n,n-p---nn2-,tropic,tropica,0
100980,100980,trullium,n,n-s---nn2-,trulli,trullium,0
100993,100993,turbellae,n,n-p---fn1-,turbell,turbellae,0
100994,100994,turbidum,r,rp--------,,turbidum,0
100995,100995,turpe,n,n-s---nn3i,turp,turpe,0
100936,t1122,trapetes,n,n-s---mn3-,trapet,trapetes,0
100944,t1164,triarii,n,n-p---mn2-,triari,triarii,0
100945,t1504,tribulis,a,aps---cn3i,tribul tribul tribul,tribulis,0
100946,t1173,tributus,n,n-s---mn2-,tribut,tributus,0
100947,t1194,triceni,a,app---mn1-,tricen tricen tricen,triceni,0
100956,t1245,trieris,a,aps---cn3i,trier trier trier,trieris,0
100958,t1258,triformis,a,aps---cn3i,triform triform triform,triformis,0
100959,t1288,trilibris,a,aps---cn3i,trilibr trilibr trilibr,trilibris,0
100960,t1290,trilinguis,a,aps---cn3i,trilingu trilingu trilingu,trilinguis,0
100965,t1315,trinodis,a,aps---cn3i,trinod trinod trinod,trinodis,0
100966,t1495,tripoda,n,n-s---fn1-,tripod,tripoda,0
100970,t1385,tristimonium,n,n-s---nn2-,tristimoni,tristimonium,0
100972,t8400,triticeius,a,aps---mn1-,triticei triticei triticei,triticeius,0
100975,t1411,triuialis,a,aps---cn3i,triuial triuial triuial,triuialis,0
100974,t1415,triumphalis,a,aps---cn3i,triumphal triumphal triumphal,triumphalis,0
100978,t1458,trudis,n,n-s---fn3i,trud,trudis,0
100981,t1466,truncus,a,aps---mn1-,trunc trunc trunc,truncus,0
100984,t1484,tuatim,r,rp--------,,tuatim,0
100985,t1691,tuberosus,a,aps---mn1-,tuberos tuberos tuberos,tuberosus,0
100987,t1699,tubula,n,n-s---fn1-,tubul,tubula,0
100986,t1701,tubulatus,a,aps---mn1-,tubulat tubulat tubulat,tubulatus,0
100989,t1711,tudito,v,v1spia--1-,tudit tuditau tuditat,tudito,0
100990,t1720,tulo,v,v1spia--3-,tul tetul -,tulo,0
