,d0826,deportatorius,a,0,aps---mn1-,deportatori deportatori deportatori,deportatorius
48856,t1832,tutamen,n,0,n-s---nn3-,tutamin,tutamen
48965,48965,stipendiarius,n,0,n-s---mn2-,stipendiari,stipendiarius
48969,48969,regens,n,0,n-s---cn3-,regent,regens
48946,g0132,gelu,n,0,n-s---nn4-,gel,gelu
48910,48910,adhereo,v,0,v1spia--2-,adher adhes adhes,adhereo
48908,48908,antiinfectiosus,a,0,aps---mn1-,antiinfectios antiinfectios antiinfectios,antiinfectiosus
48947,48947,botanismus,n,0,n-s---mn2-,botanism,botanismus
48953,a1936,ancyla,n,0,n-s---fn1-,ancyl,ancyla
48959,48959,bruteus,a,0,aps---mn1-,brute brute brute,bruteus
48937,48937,commisatio,n,0,n-s---fn3-,commisation,commisatio
48900,48900,conductitius,a,0,aps---mn1-,conductiti conductiti conductiti,conductitius
48917,48917,confraternitas,n,0,n-s---fn3-,confraternitat,confraternitas
48926,48926,conplaco,v,0,v1spia--1-,conplac conplacu conplacit,conplaco
48951,48951,conpletus,a,0,aps---mn1-,conplet conplet conplet,conpletus
48930,48930,scinifes,n,0,n-s---nn3-,scinif,scinifes
48907,48907,consacro,v,0,v1spia--1-,consacr consacrau consacrat,consacro
48929,48929,contitularis,a,0,aps---cn3-,contitular contitular contitular,contitularis
48967,48967,contractorium,n,0,n-s---nn2-,contractori,contractorium
48942,48942,decretale,n,0,n-s---nn3-,decretal,decretale
48961,48961,ex,r,0,rp--------,histriat,ex
48922,48922,harmonica,n,0,n-s---fn1-,harmonic,harmonica
48928,b0523,boopes,n,0,n-s---nn3-,boop,boopes
48960,48960,histriatus,a,0,aps---mn1-,histriat histriat histriat,histriatus
48966,48966,infitia,n,0,n-s---fn1-,infiti,infitia
48936,48936,inrationabiliter,r,0,rp--------,,inrationabiliter
48906,48906,origa,n,0,n-s---mn1-,orig,origa
48949,48949,pedissequa,n,0,n-s---fn1-,pedissequ,pedissequa
48923,48923,piperitus,a,0,aps---mn1-,piperit piperit piperit,piperitus
41129,u1332,utique,r,0,rp--------,,utique
48911,48911,quidnam,r,0,rp--------,,quidnam
48916,48916,radiographia,n,0,n-s---fn1-,radiographi,radiographia
48919,48919,rubinus,n,0,n-s---mn2-,rubin,rubinus
48935,48935,sociologicus,a,0,aps---mn1-,sociologic sociologic sociologic,sociologicus
48912,48912,subconscientia,n,0,n-s---fn1-,subconscienti,subconscientia
48931,48931,ualor,n,0,n-s---mn3-,ualor,ualor
48898,c3296,conforio,v,0,v1spia--4-,confor conforiu -,conforio
48962,c3605,constagno,v,0,v1spia--1-,constagn constagnau constagnat,constagno
48927,c3606,constellatio,n,0,n-s---fn3-,constellation,constellatio
48940,c4776,cychramus,n,0,n-s---mn2-,cychram,cychramus
48968,d0203,decipulum,n,0,n-s---nn2-,decipul,decipulum
48964,d0421,defrutarius,a,0,aps---mn1-,defrutari defrutari defrutari,defrutarius
48904,d0774,dependeo,v,0,v1spia--2-,depend depend -,dependeo
48903,e0245,elaboratio,n,0,n-s---fn3-,elaboration,elaboratio
48925,f1129,fullonium,n,0,n-s---nn2-,fulloni,fullonium
48909,l0498,leguleius,n,0,n-s---mn2-,legulei,leguleius
48914,o0927,orarius,a,0,aps---mn1-,orari orari orari,orarius
48933,p0205,pancratiastes,n,0,n-s---mn1g,pancratiast,pancratiastes
48963,p0774,peltasta,n,0,n-s---mn1-,peltast,peltasta
48956,p3706,procuruus,a,0,aps---mn1-,procuru procuru procuru,procuruus
48932,r0793,rorulentus,a,0,aps---mn1-,rorulent rorulent rorulent,rorulentus
48901,s2964,submedius,a,0,aps---mn1-,submedi submedi submedi,submedius
48950,u0413,uerpus,a,0,aps---mn1-,uerp uerp uerp,uerpus
48955,u1036,undecim,a,0,aps---an--,un un un,undecim
48987,a0821,adumbratim,r,0,rp--------,,adumbratim
48972,a2021,anicilla,n,0,n-s---fn1-,anicill,anicilla
49037,a1353,alicastrum,n,0,n-s---nn2-,alicastr,alicastrum
48978,48978,allibesco,v,0,v1spia--3-,allibesc - -,allibesco
49010,49010,balista,n,0,n-s---fn1-,balist,balista
48970,p1723,peruersitas,n,0,n-s---fn3-,peruersitat,peruersitas
49035,49035,caeleps,a,0,aps---an3-,caelib caelib caelib,caeleps
49023,49023,conciucula,n,0,n-s---fn1-,conciucul,conciucula
49024,49024,consumptiuus,a,0,aps---mn1-,consumptiu consumptiu consumptiu,consumptiuus
48998,48998,copiola,n,0,n-s---fn1-,copiol,copiola
49039,49039,credencia,n,0,n-s---fn1-,credenci,credencia
49028,49028,decliuiter,r,0,rp--------,decliuius decliuissime,decliuiter
49022,49022,defalta,n,0,n-s---fn1-,defalt,defalta
49031,49031,exclusa,n,0,n-s---fn1-,exclus,exclusa
49043,49043,foeturatus,a,0,aps---mn1-,foeturat foeturat foeturat,foeturatus
49016,49016,hospitus,n,0,n-s---mn4-,hospit,hospitus
48973,48973,incunctabundus,r,0,rp--------,anicill,incunctabundus
49014,49014,loginquitas,n,0,n-s---fn3-,loginquitat,loginquitas
49026,a1322,alicula,n,0,n-s---fn1-,alicul,alicula
48991,a3165,assignatio,n,0,n-s---fn3-,assignation,assignatio
49047,49047,papalis,a,0,aps---cn3-,papal papal papal,papalis
48997,48997,perpaulum,r,0,rp--------,armentiu,perpaulum
46417,u9891,utpote,r,0,rp--------,contradictori contradictori contradictori,utpote
48986,48986,polulum,n,0,n-s---nn2-,polul,polulum
49033,b0295,biarchia,n,0,n-s---fn1-,biarchi,biarchia
48981,b0355,bifurcus,a,0,aps---mn1-,bifurc bifurc bifurc,bifurcus
49020,49020,polulus,a,0,aps---mn1-,polul polul polul,polulus
48989,48989,pompatus,a,0,aps---mn1-,pompat pompat pompat,pompatus
48990,c0539,capreida,n,0,n-s---fn1-,capreid,capreida
49034,49034,praesutus,a,0,aps---mn1-,praesut praesut praesut,praesutus
48988,c1431,chernites,n,0,n-s---mn1g,chernit,chernites
49006,49006,prohibesseo,v,0,v1spia--2-,prohibess - -,prohibesseo
48974,c1954,cismontanus,a,0,aps---mn1-,cismontan cismontan cismontan,cismontanus
49040,49040,sophismatius,a,0,aps---mn1-,sophismati sophismati sophismati,sophismatius
49008,49008,supremum,r,0,rp--------,pulsation,supremum
48975,c3676,contagiosus,a,0,aps---mn1-,contagios contagios contagios,contagiosus
48977,48977,toxicologus,n,0,n-s---mn2-,toxicolog,toxicologus
49046,49046,adhaesiona,n,0,n-s---fn1-,adhaesion,adhaesiona
49017,c3871,conuena,n,0,n-s---cn1-,conuen,conuena
49029,c4336,creterra,n,0,n-s---fn1-,creterr,creterra
48976,c4379,cristula,n,0,n-s---fn1-,cristul,cristula
49013,d1047,desubulo,v,0,v1spia--1-,desubul desubulau desubulat,desubulo
48993,e0472,emissicius,a,0,aps---mn1-,emissici emissici emissici,emissicius
49038,e0860,ereptio,n,0,n-s---fn3-,ereption,ereptio
49004,e0996,esuritor,n,0,n-s---mn3-,esuritor,esuritor
49015,i0816,incalesco,v,0,v1spia--3-,incalesc incalu -,incalesco
49018,i2293,intercolumnium,n,0,n-s---nn2-,intercolumni,intercolumnium
49025,i3051,iurator,n,0,n-s---mn3-,iurator,iurator
49048,p1536,perrogo,v,0,v1spia--1-,perrog perrogau perrogat,perrogo
49009,p1663,perterricrepus,a,0,aps---mn1-,perterricrep perterricrep perterricrep,perterricrepus
49007,p4483,pulsatio,n,0,n-s---fn3-,pulsation,pulsatio
49021,t0479,tetrameter,n,0,n-s---mn2r,tetrametr,tetrameter
49001,q0250,Quinquatrus,n,1,n-p---fn4-,Quinquatr,Quinquatrus
49074,i0115,ientaculum,n,0,n-s---nn2-,ientacul,ientaculum
49123,d0016,daemonium,n,0,n-s---nn2-,daemoni,daemonium
49088,49088,accordo,v,0,v1spia--1-,accord accordau accordat,accordo
49078,49078,almarium,n,0,n-s---nn2-,almari,almarium
49070,49070,ammirabilis,a,0,aps---cn3-,ammirabil ammirabil ammirabil,ammirabilis
49105,49105,amphidane,n,0,n-s---nn3-,amphidan,amphidane
49068,49068,arcersio,v,0,v1spia--4-,arcers arcersiu arcersit,arcersio
49096,49096,carneleuarium,n,0,n-s---nn2-,carneleuari,carneleuarium
49056,49056,catela,n,1,n-s---fn1-,catel,catela
34844,u1336,utrarius,n,0,n-s---mn2-,utrari,utrarius
49002,49002,utrinque,r,0,rp--------,,utrinque
49067,49067,celandum,n,0,n-s---nn2-,celand,celandum
49107,49107,circlus,n,0,n-s---mn2-,circl,circlus
49097,49097,cohorto,v,0,v1spia--1-,cohort - cohortat,cohorto
49089,49089,condensum,n,0,n-s---nn2-,condens,condensum
49113,49113,conibentia,n,0,n-s---fn1-,conibenti,conibentia
49124,a1598,amatorium,n,0,n-s---nn2-,amatori,amatorium
49126,49126,conrationalitas,n,0,n-s---fn3-,conrationalitat,conrationalitas
49072,49072,constitutiuus,a,0,aps---mn1-,constitutiu constitutiu constitutiu,constitutiuus
49122,a3614,autocratus,a,0,aps---mn1-,autocrat autocrat autocrat,autocratus
49052,49052,dexteratus,a,0,aps---mn1-,dexterat dexterat dexterat,dexteratus
49050,b0315,bibulus,a,0,aps---mn1-,bibul bibul bibul,bibulus
49059,c0355,canabula,n,0,n-s---fn1-,canabul,canabula
49101,49101,directo,r,0,rp--------,,directo
49125,49125,equipollenter,r,0,rp--------,,equipollenter
49120,49120,informis,r,0,rp--------,hemicill,informis
49090,49090,inopinato,r,0,rp--------,condens,inopinato
49111,c0585,captrix,n,0,n-s---fn3-,captric,captrix
49094,49094,inremissibilis,a,0,aps---cn3-,inremissibil inremissibil inremissibil,inremissibilis
49071,49071,irrotulatio,n,0,n-s---fn3-,irrotulation,irrotulatio
49116,49116,marginalis,a,0,aps---cn3-,marginal marginal marginal,marginalis
49082,49082,ordearius,a,0,aps---mn1-,ordeari ordeari ordeari,ordearius
49086,49086,parus,n,0,n-s---mn2-,par,parus
49108,49108,perfruor,r,0,rp--------,circl,perfruor
49104,49104,quosum,r,0,rp--------,,quosum
49102,49102,quoteni,n,0,n-p---mn2-,quot,quoteni
49066,c2324,cohabitator,n,0,n-s---mn3-,cohabitator,cohabitator
49075,49075,sirupus,n,0,n-s---mn2-,sirup,sirupus
49092,49092,tamisium,n,0,n-s---nn2-,tamisi,tamisium
49073,c2565,combullio,v,0,v1spia--4-,combull combulliu combullit,combullio
49058,49058,uiolina,n,0,n-s---fn1-,uiolin,uiolina
49115,c3279,conflictor,n,0,n-s---mn3-,conflict,conflictor
49084,d0304,dedecorosus,a,0,aps---mn1-,dedecoros dedecoros dedecoros,dedecorosus
49093,d9322,dedomo,v,0,v1spia--1-,dedom dedomau dedomat,dedomo
49061,d1783,disdiapason,n,0,n-s---nn2-,disdiapas,disdiapason
49060,e1254,exauctoro,v,0,v1spia--1-,exauctor exauctorau exauctorat,exauctoro
49049,e1300,excerno,v,0,v1spia--3-,"excern excreu excret
",excerno
49080,e1562,exostra,n,0,n-s---fn1-,exostr,exostra
49119,h0219,hemicillus,n,0,n-s---mn2-,hemicill,hemicillus
49077,i1949,insatiatus,a,0,aps---mn1-,insatiat insatiat insatiat,insatiatus
49091,l0010,labefio,v,0,v1spia--3-,labef - labefact,labefio
49099,p0310,paragauda,n,0,n-s---fn1-,paragaud,paragauda
49083,t0451,testum,n,0,n-s---nn2-,test,testum
49106,u1019,unctito,v,0,v1spia--1-,unctit unctitau unctitat,unctito
49196,p0959,physicus,a,0,aps---mn1-,physic physic physic,physicus
49145,49145,accurate,r,0,rp--------,ac,accurate
49132,p0285,papyrus,n,0,n-s---cn2-,papyr,papyrus
49199,49199,aliquam,r,0,rp--------,ali ali ali,aliquam
49158,49158,ampola,n,0,n-s---fn1-,ampol,ampola
49130,49130,anticuus,a,0,aps---mn1-,anticu anticu anticu,anticuus
49152,49152,arboria,n,0,n-s---fn1-,arbori,arboria
49175,49175,caudatarius,n,0,n-s---mn2-,caudatari,caudatarius
49190,49190,comperte,r,0,rp--------,compertius compertissime,comperte
49170,49170,coniicio,v,0,v1spia--3i,con - conat,coniicio
49193,49193,conlutio,n,0,n-s---fn3-,conlution,conlutio
49192,49192,conualo,v,0,v1spia--3-,conual conualu conualit,conualo
49136,c0158,calamellus,n,0,n-s---mn2-,calamell,calamellus
49147,49147,coriandron,n,0,n-s---nn2-,coriandr,coriandron
49144,49144,dedititius,a,0,aps---mn1-,dedititi dedititi dedititi,dedititius
49176,c0952,cauerna,n,0,n-s---fn1-,cauern,cauerna
49161,49161,depuro,v,0,v1spia--1-,depur depurau depurat,depuro
49169,49169,dextre,r,0,rp--------,dextrius dextrime,dextre
49134,49134,pineus,a,0,aps---mn2-,pine pine pine,pineus
49197,49197,fecundatio,n,0,n-s---fn3-,fecundation,fecundatio
49183,c2122,clipeolum,n,0,n-s---nn2-,clipeol,clipeolum
49166,49166,fenerator,n,0,n-s---mn3-,fenerator,fenerator
49167,49167,fructifero,v,0,v1spia--3-,fructifer fructiferau fructiferat,fructifero
49129,c2466,collutio,n,0,n-s---fn3-,collution,collutio
49172,49172,huiuscemodi,a,0,aps---an--,paratragoed paratragoed paratragoed,huiuscemodi
49188,49188,ocius,r,0,rp--------,propudi,ocius
49163,49163,extrinsecus,r,0,rp--------,-,extrinsecus
49133,c2971,concellita,n,0,n-s---mn1-,concellit,concellita
49154,49154,refrangibilitas,n,0,n-s---fn3-,refrangibilitat,refrangibilitas
49164,49164,synzygia,n,0,n-s---fn1-,synzygi,synzygia
49201,49201,ueluti,a,0,aps---an3-,organal organal organal,ueluti
49180,d0602,delusio,n,0,n-s---fn3-,delusion,delusio
49195,d0679,denaso,v,0,v1spia--1-,denas denasau denasat,denaso
49162,e1261,exauguro,v,0,v1spia--1-,"exaugur exaugurau exaugurat
",exauguro
53204,i1239,indetonsus,a,0,aps---mn1-,indetons indetons indetons,indetonsus
49141,l0756,ligurio,v,0,v1spia--4-,ligur liguriu ligurit,ligurio
49151,o0212,obsequella,n,0,n-s---fn1-,obsequell,obsequella
49155,o1147,otiosus,a,0,aps---mn1-,otios otios otios,otiosus
49171,p0361,paratragoedo,v,0,v1spia--1-,paratragoed paratragoedau paratragoedat,paratragoedo
49181,p1205,peribolus,n,0,n-s---mn2-,peribol,peribolus
49138,p2573,ponto,n,0,n-s---mn3-,ponton,ponto
49198,p3596,proagorus,n,0,n-s---mn2-,proagor,proagorus
49187,p4690,propudium,n,0,n-s---nn2-,propudi,propudium
49143,q0160,quaternarius,a,0,aps---mn1-,quaternari quaternari quaternari,quaternarius
49165,r0046,rancidulus,a,0,aps---mn1-,rancidul rancidul rancidul,rancidulus
49160,r0352,rescisco,v,0,v1spia--3-,rescisc resciu rescit,rescisco
49174,r0723,riguus,a,0,aps---mn1-,rigu rigu rigu,riguus
49156,r1478,rubefacio,v,0,v1spia--3i,rubefac rubefec rubefact,rubefacio
49194,s2250,spoliator,n,0,n-s---mn3-,spoliator,spoliator
49159,s3141,subsortitio,n,0,n-s---fn3-,subsortition,subsortitio
49140,t9919,tonsus,n,0,n-s---mn4-,tons,tonsus
49131,u0146,uastitas,n,0,n-s---fn3-,uastitat,uastitas
49149,u0955,ulua,n,0,n-s---fn1-,ulu,ulua
49265,a1152,agglomero,v,0,v1spia--1-,agglomer agglomerau agglomerat,agglomero
49244,a0463,acumino,v,0,v1spia--1-,acumin acuminau acuminat,acumino
49254,49254,apte,r,0,rp--------,aptius aptissime,apte
49205,a3131,assentatorie,r,0,rp--------,,assentatorie
49263,49263,aureficina,n,0,n-s---fn1-,aureficin,aureficina
49278,a0259,acceptor,n,0,n-s---mn3-,acceptor,acceptor
49273,a2032,animaequitas,n,0,n-s---fn3-,animaequitat,animaequitas
49272,49272,canica,n,0,n-s---fn1-,canic,canica
49274,49274,chianter,n,0,n-s---mn2r,chiantr,chianter
49219,a2156,anteoccupatio,n,0,n-s---fn3-,anteoccupation,anteoccupatio
49256,49256,clauularis,a,0,aps---cn3-,clauulari clauulari clauulari,clauularis
49269,49269,cludo,v,0,v1spia--3-,clud clus clus,cludo
49248,49248,coenosus,a,0,aps---mn1-,coenos coenos coenos,coenosus
49245,49245,coleopteron,n,0,n-s---nn2-,coleopter,coleopteron
49213,49213,conlaudatio,n,0,n-s---fn3-,conlaudation,conlaudatio
49233,49233,conludo,v,0,v1spia--3-,conlud conlus conlus,conludo
49253,49253,contrapono,n,0,n-s---nn2-,contrapon contraposu contraposit,contrapono
49241,49241,contumia,n,0,n-s---fn1-,contumi,contumia
49217,49217,crebra,r,0,rp--------,,crebra
49249,49249,culeus,n,0,n-s---mn2-,cule,culeus
49222,a3352,attexo,v,0,v1spia--3-,attex attexu attext,attexo
49209,49209,diuerbium,n,0,n-s---nn2-,diuerbi,diuerbium
49262,49262,ecfatus,a,0,aps---mn1-,ecfat ecfat ecfat,ecfatus
49215,49215,eu,r,0,rp--------,re,eu
49220,b0663,bubleum,n,0,n-s---nn2-,buble,bubleum
49267,49267,exsecutrix,n,0,n-s---fn3-,exsecutric,exsecutrix
49223,c0607,carbunica,n,0,n-s---fn1-,carbunic,carbunica
49218,49218,fachirus,n,0,n-s---mn2-,fachir,fachirus
49243,49243,hellenismus,n,0,n-s---mn2-,hellenism,hellenismus
49260,49260,honorifice,r,0,rp--------,honorificentius honorificentissime,honorifice
49247,49247,impaciencia,n,0,n-s---fn1-,impacienci,impaciencia
49212,49212,inchoamentum,n,0,n-s---nn2-,inchoament,inchoamentum
49237,49237,pauxillum,r,0,rp--------,pauxill,pauxillum
49229,49229,picea,a,0,aps---mn1-,pice pice pice,picea
49235,49235,praeparuus,r,0,rp--------,,praeparuus
49277,49277,profisceo,v,0,v1spia--2-,profisc profiscu profiscit,profisceo
49251,49251,rhomphaea,n,0,n-s---fn1-,rhomphae,rhomphaea
49239,49239,suus,a,0,aps---mn1-,su su su,suus
49275,49275,uernus,n,0,n-s---mn2-,uern,uernus
49232,c2591,comitianus,a,0,aps---mn1-,comitian comitian comitian,comitianus
49225,49225,uncinatrum,n,0,n-s---nn2-,uncinatr,uncinatrum
49226,c2613,commanipulo,n,0,n-s---mn3-,commanipulon,commanipulo
49264,c3807,contrauersus,a,0,aps---mn1-,contrauers contrauers contrauers,contrauersus
49203,d0230,decolor,a,0,aps---an3-,decolor decolor decolor,decolor
49246,d0740,denuntiator,n,0,n-s---mn3-,denuntiator,denuntiator
49238,e0129,efferus,a,0,aps---mn1-,effer effer effer,efferus
49227,f0063,facula,n,0,n-s---fn1-,facul,facula
49250,l0541,lento,v,0,v1spia--1-,lent lentau lentat,lento
49211,m0179,milifolium,n,0,n-s---nn2-,milifoli,milifolium
49207,o0412,occumbo,v,0,v1spia--3-,occumb occumbu occumbit,occumbo
49231,p0773,pelta,n,0,n-s---fn1-,pelt,pelta
49210,p1987,phycis,n,0,n-s---fn3-,phycid,phycis
49252,p2507,polymitum,n,0,n-s---nn2-,polymit,polymitum
49236,a0411,acquisitrix,n,0,n-s---fn3-,acquisitric,acquisitrix
49258,49258,graece,r,0,rp--------,-,graece
49281,m0723,mendicus,n,1,n-s---mn2-,mendic,mendicus
49283,a1657,amellus,n,0,n-s---mn2-,amell,amellus
49347,49347,bipertitus,a,0,aps---mn1-,bipertit bipertit bipertit,bipertitus
49294,49294,apoliticus,a,0,aps---mn1-,apolitic apolitic apolitic,apoliticus
49284,49284,ausculatio,n,0,n-s---fn3-,ausculation,ausculatio
49323,49323,cartus,n,0,n-s---mn4-,cart,cartus
49282,a0077,ablaqueo,v,0,v1spia--1-,ablaque ablaqueau ablaqueat,ablaqueo
49340,49340,chromaticus,a,0,aps---mn1-,chromatic chromatic chromatic,chromaticus
49309,49309,chrysomallus,a,0,aps---mn1-,chrysomall chrysomall chrysomall,chrysomallus
49344,a0152,abscissio,n,0,n-s---fn3-,abscission,abscissio
49354,49354,coenaculum,n,0,n-s---nn2-,coenacul,coenaculum
49324,49324,conmemorator,n,0,n-s---mn3-,conmemorator,conmemorator
49321,49321,conmunicabilis,a,0,aps---cn3-,conmunicabil conmunicabil conmunicabil,conmunicabilis
49331,49331,definitiue,r,0,rp--------,,definitiue
49322,49322,erungion,n,0,n-s---nn2-,erungi,erungion
49291,49291,expertus,n,0,n-s---mn4-,expert,expertus
49356,49356,olus,n,0,n-s---nn3-,oler,olus
49343,49343,ferriuia,n,0,n-s---fn1-,ferriui,ferriuia
49303,49303,heuristicus,a,0,aps---mn1-,heuristic heuristic heuristic,heuristicus
49348,49348,inreuocabilus,a,0,aps---mn1-,inreuocabil inreuocabil inreuocabil,inreuocabilus
49336,49336,insultus,n,0,n-s---mn4-,insult,insultus
49311,49311,iulianus,n,0,n-s---mn2-,,iulianus
49328,49328,libidinose,r,0,rp--------,- PACK 1 9,libidinose
49345,49345,lytrum,n,0,n-s---nn2-,lytr,lytrum
49317,49317,patriotismus,n,0,n-s---mn2-,patriotism,patriotismus
49288,49288,pretiose,r,0,rp--------,pretios,pretiose
49296,49296,sinisbrorsus,r,0,rp--------,,sinisbrorsus
49300,49300,thermocepicus,a,0,aps---mn1-,thermocepic thermocepic thermocepic,thermocepicus
49329,49329,tunellus,n,0,n-s---mn2-,tunell,tunellus
49319,49319,utriculus,r,0,rp--------,mnemosyn,utriculus
49308,a9203,aliquantulus,a,0,aps---mn1-,aliquantul aliquantul aliquantul,aliquantulus
49330,b0452,blandicule,r,0,rp--------,,blandicule
49287,c0613,carcharus,n,0,n-s---mn2-,carchar,carcharus
49335,c1698,circumago,v,0,v1spia--3-,circumag circumeg circumact,circumago
49325,c1749,circumflagro,v,0,v1spia--1-,circumflagr circumflagrau circumflagrat,circumflagro
49290,c2095,clericatus,n,0,n-s---mn4-,clericat,clericatus
49314,c2370,collaboro,v,0,v1spia--1-,collabor collaborau collaborat,collaboro
49310,c2917,comptulus,a,0,aps---mn1-,comptul comptul comptul,comptulus
49301,c3943,conyza,n,0,n-s---fn1-,conyz,conyza
49298,d0612,demarchia,n,0,n-s---fn1-,demarchi,demarchia
49295,g2290,galbeolus,n,0,n-s---mn2-,galbeol,galbeolus
49339,i0033,ianthinus,a,0,aps---mn1-,ianthin ianthin ianthin,ianthinus
49332,i1209,indeflexus,a,0,aps---mn1-,indeflex indeflex indeflex,indeflexus
49338,l1197,lupinus,n,0,n-s---mn2-,lupin,lupinus
49333,o0688,omasum,n,0,n-s---nn2-,omas,omasum
49285,p1072,perendie,r,0,rp--------,per,perendie
49304,p3100,praemeditatio,n,0,n-s---fn3-,praemeditation,praemeditatio
49337,p3994,propior,a,0,acs---cn3-,propior propior propior,propior
49327,q0248,quinquaginta,a,0,aps---an--,- - -,quinquaginta
49358,s1046,semidoctus,a,0,aps---mn1-,semidoct semidoct semidoct,semidoctus
49280,t1205,trichila,n,0,n-s---fn1-,trichil,trichila
49355,d1698,disceptatrix,n,0,n-s---fn3-,disceptatric,disceptatrix
49383,a0709,adno,v,0,v1spia--1-,adn adnau adnat,adno
49432,49432,absynthium,n,0,n-s---nn2-,absynthi,absynthium
49379,49379,adsociatio,n,0,n-s---fn3-,adsociation,adsociatio
49426,49426,adspersorium,n,0,n-s---nn2-,adspersori,adspersorium
49374,49374,antioxydatiuus,a,0,aps---mn1-,antioxydatiu antioxydatiu antioxydatiu,antioxydatiuus
49375,49375,batallum,n,0,n-s---nn2-,batall,batallum
49386,49386,brachium,n,0,n-s---nn2-,brachi,brachium
49377,49377,camacum,n,0,n-s---nn2-,camac,camacum
49425,49425,conata,n,0,n-s---fn1-,conat,conata
49387,49387,consaeptus,n,0,n-s---mn4-,brachi brachi brachi,consaeptus
49380,49380,directiuus,a,0,aps---mn1-,directiu directiu directiu,directiuus
49420,49420,effeminate,r,0,rp--------,maleuol,effeminate
49362,49362,flustrum,n,0,n-s---nn2-,flustr,flustrum
49389,49389,iacinthina,n,0,n-s---fn1-,iacinthin,iacinthina
49409,49409,immensum,r,0,rp--------,,immensum
